ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,UID
0.4885,-0.3232,2.0776,10.9756,21.5244,0.3049,,,,SGN
0.4009,-0.3191,2.0229,10.7317,23.2317,-1.0366,,,,SGN
0.3088,-0.3262,1.9438,10.0610,24.8780,-1.0366,,,,SGN
0.2957,-0.2957,1.9124,6.0976,15.3049,-0.1829,,,,SGN
0.4460,-0.2244,2.0623,4.8171,12.5610,2.6220,,,,SGN
0.5256,-0.2026,2.1255,1.6463,10.8537,2.8659,,,,SGN
0.4629,-0.2097,2.1880,0.3049,11.5854,1.0976,,,,SGN
,,,,,,-6.6250,-64.5000,-5.8750,SGN
0.4871,-0.2695,2.1721,0.0000,6.8902,3.0488,,,,SGN
0.3514,-0.3123,1.9999,1.5244,-13.2317,5.7622,,,,SGN
0.2380,-0.2917,1.8140,3.2317,-36.0366,5.1829,,,,SGN
0.2690,-0.2749,1.7424,5.6098,-45.0610,4.6341,,,,SGN
0.3486,-0.2551,1.7268,5.1829,-42.9878,4.6341,,,,SGN
0.4685,-0.2251,1.8108,7.9878,-32.7439,2.9268,,,,SGN
0.5046,-0.2400,1.8621,8.9634,-18.1098,2.5610,,,,SGN
0.5173,-0.2788,1.9058,11.4634,-3.4146,2.1951,,,,SGN
0.6069,-0.3030,1.8882,13.6585,9.7561,2.9878,,,,SGN
,,,,,,-8.4375,-65.2500,-5.8750,SGN
0.4929,-0.3040,1.8375,19.0549,17.5610,2.6220,,,,SGN
0.2292,-0.3059,1.7273,24.6341,12.8659,2.5000,,,,SGN
0.2148,-0.2527,1.7415,26.8293,5.9146,3.5366,,,,SGN
0.3188,-0.2153,1.8149,28.2927,2.1341,4.0244,,,,SGN
0.4182,-0.1921,1.9111,28.6585,6.4634,3.5366,,,,SGN
0.4436,-0.1687,2.0012,28.5366,17.0122,2.2561,,,,SGN
0.4182,-0.1455,2.0339,29.0854,25.7927,1.3415,,,,SGN
0.3667,-0.1414,1.9893,28.2317,28.9634,0.0000,,,,SGN
0.3171,-0.1414,1.9312,26.7683,29.2683,-0.7317,,,,SGN
,,,,,,-4.0625,-66.6875,-5.1250,SGN
0.3281,-0.1555,1.8535,27.8049,28.9634,-2.1341,,,,SGN
0.4097,-0.2087,1.7234,27.0732,31.3415,-4.5122,,,,SGN
0.3967,-0.1631,2.1124,23.0793,28.8719,-9.2073,,,,SGN
0.4734,-0.0139,2.2668,20.9146,8.2317,-9.9390,,,,SGN
0.5366,0.1240,2.3271,11.0976,0.3049,-4.6341,,,,SGN
0.5410,-0.0195,2.2419,6.0976,1.2195,-0.4268,,,,SGN
0.5408,-0.1299,2.1519,5.4878,2.6220,0.1829,,,,SGN
0.6221,-0.1448,2.0586,4.7561,6.4634,-0.7927,,,,SGN
0.4988,-0.0955,2.0464,4.2073,12.9268,-0.5488,,,,SGN
,,,,,,-3.6875,-67.0625,-6.2500,SGN
0.3091,-0.0718,1.9812,3.5976,10.3049,-0.2439,,,,SGN
0.2344,-0.0858,1.9571,2.4390,6.1280,3.6585,,,,SGN
0.4060,-0.1006,1.9626,2.8659,8.7195,8.5366,,,,SGN
0.4331,-0.1309,1.9014,9.2683,2.5610,5.0610,,,,SGN
0.2771,-0.0952,1.8933,8.2317,8.7195,5.0000,,,,SGN
0.2317,-0.1292,1.8813,8.2927,9.5122,4.0854,,,,SGN
0.1873,-0.1755,1.8879,9.2683,7.8049,3.4146,,,,SGN
0.1841,-0.1233,1.9248,8.7805,7.0732,1.8902,,,,SGN
0.3430,-0.0964,1.9407,11.0976,7.0732,0.9146,,,,SGN
0.4177,-0.1074,1.9153,12.3171,12.2561,0.6098,,,,SGN
,,,,,,-3.3125,-67.4375,-6.2500,SGN
0.3770,-0.0981,1.9688,11.5854,16.9512,-0.3049,,,,SGN
0.2599,-0.0892,2.0441,9.4512,12.1037,-1.1585,,,,SGN
0.1494,-0.0796,2.0503,7.8659,0.8537,-1.6463,,,,SGN
0.1143,-0.0693,2.0347,4.2073,-5.6707,-0.9756,,,,SGN
0.2605,-0.0654,2.0759,3.4451,-12.6220,-0.7317,,,,SGN
0.4333,-0.0952,2.0469,3.2317,-8.2927,-0.9756,,,,SGN
0.4258,-0.1279,2.0571,5.7317,-2.7439,-2.6220,,,,SGN
0.4524,-0.1338,2.0173,5.7927,1.5244,0.0610,-4.4375,-67.8125,-6.6875,SGN
0.4221,-0.1160,1.9805,,,,,,,SGN
0.3909,-0.1021,2.0430,3.7805,2.3780,1.7073,,,,SGN
0.5444,-0.0518,2.0310,4.0244,13.2622,-0.3049,,,,SGN
,,,1.0976,26.8293,2.2561,,,,SGN
0.4832,-0.0547,2.0574,-0.0610,31.8902,0.8537,,,,SGN
0.2734,-0.0986,2.0442,-0.4878,27.4390,0.5488,,,,SGN
0.1331,-0.0959,2.0088,0.0000,20.0000,-1.4024,,,,SGN
0.0725,-0.1267,1.9412,0.9756,12.3171,-1.4024,,,,SGN
0.0216,-0.1422,1.8888,2.6829,6.4024,-2.5610,,,,SGN
,,,1.7073,5.0000,-0.6707,-2.5625,-68.1875,-5.8750,SGN
0.1536,-0.0825,1.9087,,,,,,,SGN
0.3131,-0.0192,2.0086,2.2561,3.1402,-4.7866,,,,SGN
0.3796,-0.0845,2.0210,-0.5488,17.0122,-1.8293,,,,SGN
0.3466,0.0083,2.0398,-1.3720,21.7683,1.6768,,,,SGN
,,,-2.6220,18.3537,0.3659,,,,SGN
0.2671,-0.0234,2.0273,-2.1951,17.6220,2.1341,,,,SGN
0.2224,-0.0719,1.9787,-1.7988,15.9756,1.5244,,,,SGN
0.1868,-0.0884,2.0051,-0.1829,16.6463,0.0610,,,,SGN
,,,,,,-2.5625,-68.1875,-6.6875,SGN
0.0693,-0.1138,1.9509,2.9268,13.1707,-1.1585,,,,SGN
0.0933,-0.1638,1.9614,1.3415,8.7805,1.5854,,,,SGN
0.4649,-0.0399,2.1540,0.0915,14.0854,-0.4878,,,,SGN
0.0930,-0.0916,2.0232,-2.3780,13.9634,-0.1829,,,,SGN
0.0420,-0.1301,2.0215,-0.3659,9.3902,-3.7805,,,,SGN
0.1164,-0.1119,1.9265,3.8720,9.4817,-4.3293,,,,SGN
0.1448,-0.0259,1.9712,4.1463,12.5000,-3.9634,,,,SGN
0.1880,-0.0430,1.9858,3.5366,11.7073,-2.9878,0.6875,-69.2500,-5.5000,SGN
0.2502,-0.0598,2.0076,2.9878,13.3537,-1.0366,,,,SGN
0.3030,-0.0359,2.0676,1.4024,14.8171,1.4634,,,,SGN
0.1106,-0.0474,2.0671,0.9756,12.3171,2.4390,,,,SGN
,,,-0.0610,6.1585,2.6829,,,,SGN
0.1057,-0.0278,2.0486,-0.8537,3.5976,1.3415,,,,SGN
0.1448,-0.0547,2.0326,-0.7927,3.1707,0.8537,,,,SGN
,,,-0.3659,0.9146,1.3415,,,,SGN
0.0310,-0.1108,2.0022,-0.2439,-4.7561,0.7317,,,,SGN
0.0842,-0.1045,2.0023,-0.3049,-11.2195,0.2135,,,,SGN
0.1895,-0.0925,2.0090,0.3659,-11.2195,-0.7317,,,,SGN
0.1882,-0.0942,2.0190,2.1341,-11.8293,-1.4634,-1.1250,-67.8125,-5.1250,SGN
