ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,UID
1.2830,-0.9746,1.3163,3.9024,38.2927,-5.4268,,,,SGN
1.3364,-0.9316,1.4424,0.9756,41.0976,-6.8293,,,,SGN
,,,,,,-28.1250,-74.7500,-8.2500,SGN
1.3742,-0.9552,1.4425,0.0000,51.1585,-7.0732,,,,SGN
1.2778,-0.9609,1.4202,-1.0366,64.6341,-8.2317,,,,SGN
1.2109,-0.9568,1.3721,,,,,,,SGN
1.1785,-0.9900,1.2561,-0.6402,71.7683,-11.1585,,,,SGN
1.0835,-1.0259,1.2520,-0.4268,75.3659,-14.1463,,,,SGN
1.0293,-0.9998,1.2927,,,,,,,SGN
1.0459,-0.9707,1.3452,0.2744,66.2805,-15.5793,,,,SGN
1.0293,-1.0007,1.3772,3.8415,50.3049,-16.1585,,,,SGN
0.9272,-1.0483,1.3669,6.8902,28.3537,-16.3415,,,,SGN
,,,,,,-24.8125,-75.1250,-8.6250,SGN
0.7520,-1.0422,1.4573,7.5610,6.8902,-15.4268,,,,SGN
0.7080,-1.0300,1.4646,8.5366,-10.0000,-14.5122,,,,SGN
1.0155,-0.9725,1.4194,8.0793,-6.3415,-20.8841,,,,SGN
1.2458,-0.9895,1.3337,5.2439,44.5122,-25.9146,,,,SGN
1.3411,-1.0007,1.2292,2.5000,90.0000,-24.8171,,,,SGN
1.5232,-0.8601,1.3022,-4.3902,134.7561,-23.3537,,,,SGN
1.6055,-0.7351,1.5745,-4.6951,166.9512,-22.6220,,,,SGN
1.3201,-0.7939,1.6616,0.8537,159.3293,-20.8537,,,,SGN
0.8638,-0.9077,1.6521,2.5610,118.5366,-17.5610,,,,SGN
0.6301,-0.9705,1.7361,1.7683,53.1098,-7.8659,,,,SGN
,,,,,,-19.3750,-75.8125,-10.2500,SGN
0.7725,-0.9682,1.7501,-1.6768,-34.4512,4.0549,,,,SGN
1.1836,-0.8687,1.7629,-8.5366,-44.8780,2.9878,,,,SGN
1.3137,-0.8757,1.7126,-10.6707,-21.0366,0.7927,,,,SGN
1.2207,-0.9014,1.6409,-11.9512,-1.3415,0.1829,,,,SGN
1.0071,-0.9290,1.5686,-12.8049,6.9512,-0.3659,,,,SGN
0.8408,-0.9597,1.4995,-12.6829,8.5366,-0.9146,,,,SGN
0.8137,-0.9783,1.4314,-11.6463,9.6341,-2.1951,,,,SGN
0.8767,-0.9866,1.3862,-10.9756,6.7073,-2.1951,,,,SGN
0.9114,-0.9712,1.4202,-9.3902,1.7683,-2.7439,,,,SGN
0.8948,-0.9556,1.4539,-7.8659,2.3171,-2.8659,-20.0625,-74.7500,-9.4375,SGN
0.9299,-0.9404,1.4724,-7.5610,4.8780,-2.8659,,,,SGN
0.9834,-0.9397,1.5012,-6.6463,7.2561,-3.5976,,,,SGN
1.0144,-0.9402,1.5215,-5.3049,9.0244,-3.6585,,,,SGN
1.0217,-0.9248,1.5254,-4.8171,10.7317,-4.9390,,,,SGN
0.9843,-0.9148,1.5196,-4.1159,16.6768,-6.4329,,,,SGN
0.9558,-0.9270,1.4805,-2.5000,24.0854,-7.1341,,,,SGN
0.9531,-0.9438,1.4519,-1.5244,28.4146,-7.6220,,,,SGN
0.9294,-0.9600,1.4341,-0.1220,32.2561,-8.5366,,,,SGN
,,,,,,-19.3750,-74.7500,-9.0625,SGN
0.8901,-0.9773,1.4114,0.7317,37.1341,-10.2439,,,,SGN
0.9083,-0.9974,1.4356,1.8293,40.3353,-10.1829,,,,SGN
0.9478,-1.0032,1.4551,4.1463,36.9512,-8.4756,,,,SGN
0.9336,-1.0012,1.4827,5.1829,31.4634,-7.8049,,,,SGN
0.9185,-0.9727,1.5176,,,,,,,SGN
0.9377,-0.9380,1.5696,5.3659,26.0366,-7.8049,,,,SGN
,,,5.7927,24.3293,-7.9268,,,,SGN
0.9751,-0.9102,1.6240,6.2195,25.2439,-5.7012,,,,SGN
0.9319,-0.8950,1.6614,5.7927,27.1951,-4.5122,,,,SGN
,,,,,,-16.8125,-74.0000,-9.4375,SGN
0.9155,-0.9173,1.6339,5.7012,31.6158,-3.9634,,,,SGN
0.8962,-0.9500,1.5801,6.0976,35.3659,-3.8415,,,,SGN
0.8398,-0.9397,1.5908,6.4634,38.9024,-4.8780,,,,SGN
0.8005,-0.9236,1.5869,6.2805,41.2805,-6.0366,,,,SGN
0.7793,-0.8999,1.6021,6.1585,43.5976,-7.3780,,,,SGN
0.7454,-0.9009,1.6218,7.0732,44.0854,-8.0488,,,,SGN
0.7378,-0.9099,1.6353,7.6220,41.5244,-7.8049,,,,SGN
0.7771,-0.9023,1.6721,7.9268,37.5610,-7.1951,,,,SGN
0.8232,-0.8992,1.6943,7.2561,34.6341,-7.3171,,,,SGN
0.7954,-0.9116,1.6943,7.6829,30.7927,-8.1098,-15.0000,-75.8125,-9.8125,SGN
0.7239,-0.9226,1.7124,7.6220,25.4268,-9.0244,,,,SGN
0.7085,-0.9280,1.7209,7.1341,18.7195,-7.8049,,,,SGN
0.7395,-0.9133,1.7166,6.2805,12.4390,-6.8293,,,,SGN
0.7581,-0.8904,1.7227,5.3049,9.2683,-6.8293,,,,SGN
0.7817,-0.8687,1.7483,5.0000,8.9024,-7.0122,,,,SGN
0.8145,-0.8579,1.7573,4.6341,9.2073,-7.0732,,,,SGN
0.8140,-0.8518,1.7512,4.5732,10.1220,-6.7073,,,,SGN
0.8015,-0.8577,1.7358,4.3293,9.7561,-6.4024,,,,SGN
0.7939,-0.8618,1.7122,3.9024,7.8659,-6.0366,,,,SGN
0.7659,-0.8538,1.7080,3.4756,6.2195,-6.0976,,,,SGN
,,,,,,-15.0000,-75.1250,-9.4375,SGN
0.7299,-0.8468,1.6870,3.7805,2.5000,-5.8537,,,,SGN
0.7034,-0.8552,1.6587,4.1463,-1.5854,-6.0976,,,,SGN
0.7217,-0.8508,1.6934,4.2073,-4.4512,-5.9146,,,,SGN
0.7827,-0.8379,1.7258,4.2683,-9.4512,-4.8171,,,,SGN
0.7900,-0.8494,1.7520,,,,,,,SGN
0.7751,-0.8679,1.7610,4.1463,-13.2317,-3.9634,,,,SGN
0.7678,-0.8677,1.7739,3.4756,-20.0305,-3.6280,,,,SGN
