ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,UID
-0.0586,-0.2734,2.0596,0.6098,1.9512,0.3049,,,,SGN
-0.0935,-0.2869,2.0640,-0.0610,-2.1341,-0.2439,,,,SGN
-0.0806,-0.2891,2.0293,0.1220,-5.2439,0.1829,,,,SGN
-0.0149,-0.2891,1.9688,-0.1220,-4.2683,0.6707,,,,SGN
0.0171,-0.2864,1.9534,-0.1829,-1.9512,0.0610,,,,SGN
-0.0017,-0.2856,1.9880,-0.0610,-0.1220,-0.1829,,,,SGN
,,,,,,5.0625,-72.9375,-1.5625,SGN
-0.0122,-0.2815,2.0129,0.0610,0.3049,-0.1829,,,,SGN
-0.0136,-0.2854,2.0178,0.0610,0.5487,-0.2744,,,,SGN
-0.0378,-0.2998,1.9966,0.0610,0.0610,-0.3049,,,,SGN
-0.0518,-0.2913,2.0015,0.0610,-0.8537,-0.1829,,,,SGN
-0.0361,-0.2786,2.0112,-0.4268,-1.6463,-0.4878,,,,SGN
-0.0210,-0.2786,2.0247,-0.3659,-1.6463,-0.7317,,,,SGN
-0.0229,-0.2810,2.0300,-0.1829,-1.8293,0.0000,,,,SGN
-0.0176,-0.2827,2.0046,0.1829,-1.4634,0.0610,,,,SGN
-0.0012,-0.2847,1.9858,1.0976,-0.6098,-0.1829,,,,SGN
-0.0081,-0.2825,1.9802,0.7317,0.9146,-0.4268,,,,SGN
-0.0205,-0.2715,2.0029,0.0000,1.0366,0.0610,4.3750,-72.9375,-1.1250,SGN
-0.0161,-0.2781,2.0342,-0.2439,0.4878,0.7927,,,,SGN
-0.0132,-0.2915,2.0310,0.0610,0.1829,0.5488,,,,SGN
-0.0161,-0.2957,2.0095,-0.0610,0.4268,0.0610,,,,SGN
-0.0317,-0.2859,1.9949,-0.0610,0.4268,-0.1220,,,,SGN
-0.0457,-0.2883,1.9792,0.1220,-0.0610,0.2439,,,,SGN
-0.0420,-0.2876,1.9817,0.0000,-0.7927,0.1220,,,,SGN
-0.0259,-0.2776,2.0088,-0.2439,-0.7927,-0.1829,,,,SGN
-0.0224,-0.2810,2.0257,-0.3659,-1.5854,0.4269,,,,SGN
,,,,,,5.0625,-73.6250,-2.3125,SGN
-0.0259,-0.2947,2.0063,-0.4268,-2.1951,-0.1220,,,,SGN
-0.0187,-0.2904,2.0001,-0.2744,-2.3171,-0.0305,,,,SGN
-0.0098,-0.3000,1.9973,0.7927,-1.1585,0.0610,,,,SGN
0.0002,-0.2856,2.0034,0.4878,-0.3049,-0.4268,,,,SGN
-0.0073,-0.2773,2.0195,0.2439,0.0000,-0.7317,,,,SGN
-0.0222,-0.2788,2.0210,0.3049,-0.4268,-0.2439,,,,SGN
-0.0227,-0.2863,2.0077,-0.1220,-1.0671,-0.3049,,,,SGN
-0.0195,-0.2878,1.9902,-0.2439,-0.6098,-0.3659,,,,SGN
,,,,,,5.0625,-73.6250,-1.9375,SGN
-0.0195,-0.2954,1.9922,0.9756,-0.2439,0.0305,,,,SGN
-0.0095,-0.2734,2.0034,0.8537,0.5488,-0.0610,,,,SGN
-0.0117,-0.2683,2.0334,0.0610,0.3049,0.1220,,,,SGN
-0.0256,-0.2808,2.0361,0.0000,-0.4878,0.6707,,,,SGN
-0.0276,-0.2878,2.0117,-0.3659,-0.9146,0.6707,,,,SGN
-0.0128,-0.2965,1.9870,1.0061,-0.0305,0.3963,,,,SGN
-0.0129,-0.2827,1.9817,0.8537,0.4268,0.3049,,,,SGN
-0.0034,-0.2732,2.0212,0.4268,1.0366,0.1220,,,,SGN
-0.0076,-0.2764,2.0400,0.1220,0.9756,0.4268,5.8125,-74.0000,-1.5625,SGN
-0.0200,-0.2871,2.0215,-0.1220,0.2439,0.1829,,,,SGN
-0.0220,-0.2893,1.9966,-0.1829,0.1220,-0.1220,,,,SGN
-0.0210,-0.2922,1.9875,-0.1220,0.3659,0.0000,,,,SGN
-0.0273,-0.2860,2.0002,0.1525,-0.1524,-0.3354,,,,SGN
-0.0354,-0.2874,2.0137,0.0610,-1.4024,-0.1829,,,,SGN
-0.0249,-0.2830,2.0188,-0.2439,-1.7073,-0.4268,,,,SGN
-0.0082,-0.2793,2.0137,-0.1829,-0.9146,-0.1830,,,,SGN
,,,,,,4.3750,-73.6250,-0.7500,SGN
-0.0076,-0.2856,2.0081,0.1220,-0.1829,-0.2439,,,,SGN
-0.0241,-0.2902,1.9970,0.3354,-0.4573,0.2134,,,,SGN
-0.0151,-0.2830,2.0066,0.2439,0.0610,0.1220,,,,SGN
-0.0024,-0.2800,2.0171,0.4268,0.3049,0.3659,,,,SGN
-0.0103,-0.2815,2.0137,0.0000,0.7317,0.4878,,,,SGN
-0.0222,-0.2898,2.0000,-0.0610,0.4878,0.0610,,,,SGN
-0.0222,-0.2923,1.9997,-0.1830,0.2439,0.1830,,,,SGN
,,,0.1829,0.1220,-0.1829,,,,SGN
-0.0083,-0.2922,2.0002,0.3049,0.3049,-0.3049,,,,SGN
-0.0154,-0.2844,2.0044,0.4878,0.3659,-0.3659,5.0625,-72.9375,-0.3750,SGN
-0.0281,-0.2791,2.0171,0.1220,-0.4268,-0.6098,,,,SGN
-0.0227,-0.2820,2.0227,0.4878,-0.8537,0.0610,,,,SGN
-0.0071,-0.2892,1.9956,0.3354,-0.0915,0.3963,,,,SGN
-0.0029,-0.2764,2.0073,,,,,,,SGN
-0.0200,-0.2827,2.0234,-0.2744,0.3963,0.1220,,,,SGN
-0.0181,-0.2874,2.0088,-0.3659,-0.0610,0.4268,,,,SGN
-0.0083,-0.2949,2.0024,0.9146,0.7317,0.0610,,,,SGN
-0.0161,-0.3013,1.9775,1.0976,1.4634,0.0610,5.4375,-71.4375,-1.5625,SGN
-0.0251,-0.2793,1.9973,0.6098,1.4024,-0.5488,,,,SGN
-0.0259,-0.2762,2.0311,0.4268,0.7317,-0.0610,,,,SGN
-0.0151,-0.2859,2.0159,0.1220,-0.4878,0.0915,,,,SGN
-0.0190,-0.2859,1.9949,0.4878,-0.2439,-0.3049,,,,SGN
-0.0278,-0.2799,1.9906,-0.0610,-0.7926,-0.3659,,,,SGN
-0.0131,-0.2901,2.0073,0.1829,-0.5488,0.0610,,,,SGN
-0.0115,-0.2842,2.0090,0.0610,-0.0305,-0.3354,,,,SGN
,,,,,,4.3750,-72.9375,-2.7500,SGN
-0.0193,-0.2825,2.0154,-0.0610,-0.0610,-0.0610,,,,SGN
-0.0242,-0.2915,2.0103,0.4878,-0.2135,0.1830,,,,SGN
-0.0046,-0.2876,1.9897,0.5488,0.7927,-0.2439,,,,SGN
0.0144,-0.2754,2.0139,,,,,,,SGN
,,,0.7317,1.9512,-0.1829,,,,SGN
-0.0205,-0.2749,2.0200,0.3049,1.7073,0.1220,,,,SGN
-0.0442,-0.2734,2.0132,-0.1220,0.4878,0.2439,,,,SGN
-0.0248,-0.2858,2.0028,0.1830,-0.0610,0.5487,,,,SGN
-0.0259,-0.2949,1.9895,0.3049,0.1220,0.3659,,,,SGN
