ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,UID
0.4614,-0.6489,1.8904,2.5610,-5.1220,-0.4268,,,,SGN
0.4745,-0.6331,1.8573,1.1280,-1.9512,-2.0427,,,,SGN
0.3774,-0.6621,1.9402,-0.7317,-1.8902,-2.1951,,,,SGN
0.3657,-0.6814,1.9590,-1.1585,-5.6707,-0.7927,,,,SGN
0.5218,-0.6597,1.8814,-1.1585,-4.3902,-0.6707,,,,SGN
0.4753,-0.6548,1.8442,-0.4268,4.5122,-0.1525,,,,SGN
0.3811,-0.6716,1.8611,0.0000,4.4512,-0.2439,,,,SGN
0.3601,-0.6709,1.8777,0.2439,0.8537,-0.5488,-11.0000,-62.0000,-0.3750,SGN
0.4133,-0.6614,1.8772,0.2439,-1.0976,-1.1585,,,,SGN
0.4224,-0.6597,1.8701,0.0000,-0.3049,-1.7073,,,,SGN
0.3988,-0.6764,1.8466,0.4878,0.2439,-1.7683,,,,SGN
0.3572,-0.6626,1.9236,0.3659,-0.1830,-0.3963,,,,SGN
0.4131,-0.6550,1.9690,-0.6707,-3.1707,3.1098,,,,SGN
0.4598,-0.6494,1.8798,-0.9146,-1.4024,1.5854,,,,SGN
0.4351,-0.6519,1.8386,-0.3048,2.3780,2.1951,,,,SGN
0.3987,-0.6426,1.8242,0.0610,1.4634,1.5854,,,,SGN
0.3738,-0.6475,1.8674,-0.4268,-1.4024,0.8537,-12.0625,-64.1875,-1.5625,SGN
0.4019,-0.6753,1.9224,-0.4878,-2.6829,0.7317,,,,SGN
0.4697,-0.6843,1.9363,-0.3049,-2.1951,-0.1220,,,,SGN
0.4670,-0.6755,1.9038,-0.1829,-1.0976,-0.9756,,,,SGN
0.4182,-0.6624,1.8718,-0.2439,-1.1585,-0.7317,,,,SGN
0.4084,-0.6531,1.8745,-0.6707,-2.4390,-1.4024,,,,SGN
0.4451,-0.6738,1.8899,0.5488,-0.8537,-2.0122,,,,SGN
0.4851,-0.6848,1.8582,0.7927,1.4024,-2.1341,,,,SGN
0.4639,-0.6587,1.8735,0.4268,3.1098,-2.0732,,,,SGN
0.4112,-0.6560,1.9123,-0.3659,2.9878,-1.8902,,,,SGN
,,,-0.7317,1.6463,-1.6463,-13.1875,-62.6875,-1.1250,SGN
0.4094,-0.6699,1.9126,,,,,,,SGN
0.4309,-0.6650,1.8181,0.7318,3.6585,-2.0732,,,,SGN
