ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,UID
,,,,,,-39.4375,-71.8125,-4.3125,SGN
1.5454,-0.3738,2.1018,5.4268,56.2805,-19.5122,,,,SGN
1.6799,-0.6503,1.8198,1.4939,35.8231,-9.8171,,,,SGN
2.1316,-0.7913,1.3953,-8.8415,24.3293,-9.6341,,,,SGN
1.9990,-0.9575,1.2852,-13.3537,16.5854,-3.9024,,,,SGN
1.7534,-1.0422,1.1824,-15.1220,5.1829,2.9268,,,,SGN
1.6287,-1.0066,1.0125,-17.2561,-6.3415,6.5854,,,,SGN
1.6296,-0.9448,0.8643,-19.6341,-13.1098,8.3537,,,,SGN
1.6458,-0.9221,0.7703,,,,,,,SGN
1.6775,-0.9082,0.7297,-20.3659,-11.4634,8.0488,,,,SGN
,,,-19.3902,-5.0000,7.1951,-37.6250,-71.8125,-4.6875,SGN
1.6907,-0.8877,0.7083,-17.3780,3.5366,7.2561,,,,SGN
1.6250,-0.8527,0.7228,-15.0610,12.1951,7.0732,,,,SGN
1.5862,-0.8333,0.8052,-13.5366,20.5488,6.3415,,,,SGN
1.5100,-0.8105,0.8420,-11.6463,20.5793,5.7317,,,,SGN
1.4561,-0.8066,0.8979,-12.7439,10.3659,4.6341,,,,SGN
1.5383,-0.8193,0.9661,-13.4146,1.4634,4.6951,,,,SGN
1.6499,-0.8533,1.0105,-14.3902,-0.9146,5.2439,,,,SGN
1.7388,-0.8960,1.0010,-15.3659,1.5244,5.3049,,,,SGN
1.7839,-0.9202,0.9683,,,,,,,SGN
,,,-16.5854,5.3659,5.7927,-37.6250,-71.1250,-4.3125,SGN
1.7190,-0.9103,0.9215,-17.2561,8.4146,6.5854,,,,SGN
1.6819,-0.8831,0.8762,-18.7805,7.3780,9.6951,,,,SGN
1.7451,-0.8923,0.8604,-21.7073,-2.1646,14.7256,,,,SGN
1.8044,-0.9131,0.8794,-25.0610,0.4878,17.9268,,,,SGN
1.8481,-0.9363,0.9067,-26.7073,7.0122,18.5366,,,,SGN
1.8013,-0.9573,0.9238,-28.4756,13.2317,19.5122,,,,SGN
1.7354,-0.9529,0.9170,-29.5122,17.3171,20.3049,,,,SGN
1.6863,-0.9385,0.8875,-30.4878,18.4146,20.4878,,,,SGN
1.6064,-0.9377,0.8323,-30.5488,20.4878,19.3902,,,,SGN
,,,,,,-36.1250,-67.8125,-3.9375,SGN
1.5337,-0.9470,0.7490,-30.3659,21.0366,18.1707,,,,SGN
1.4761,-0.9653,0.6785,-29.2073,21.0366,16.2195,,,,SGN
1.4336,-1.0105,0.6360,-26.5853,21.9512,13.1402,,,,SGN
1.3643,-1.0542,0.5940,-22.0122,19.2073,9.8780,,,,SGN
1.2947,-1.0859,0.5645,-17.8049,13.3537,7.0732,,,,SGN
1.2769,-1.1084,0.5356,-13.5366,6.5244,4.7561,,,,SGN
1.3025,-1.1353,0.5186,-8.4146,-1.0366,3.2317,,,,SGN
1.2661,-1.1560,0.4880,-2.6829,-9.3293,0.7317,,,,SGN
1.2673,-1.1653,0.4907,2.1341,-15.9146,-1.0366,,,,SGN
1.3308,-1.1765,0.4792,7.0732,-18.9634,-3.4146,,,,SGN
1.3882,-1.1890,0.4802,12.9268,-19.7561,-5.3049,-35.4375,-67.0625,-3.5000,SGN
1.3669,-1.1887,0.4678,19.3293,-23.4146,-7.1951,,,,SGN
1.2693,-1.1826,0.4075,25.1829,-28.9634,-9.2073,,,,SGN
1.2708,-1.1677,0.3804,30.5488,-31.8293,-11.9512,,,,SGN
1.4150,-1.1396,0.3977,36.4024,-31.3415,-13.9634,,,,SGN
1.4807,-1.1248,0.4153,42.0732,-28.4146,-15.0610,,,,SGN
1.4226,-1.1150,0.4084,47.9268,-25.9756,-17.5000,,,,SGN
1.3809,-1.1155,0.3696,54.6341,-26.2805,-20.3659,,,,SGN
1.3538,-1.0942,0.3540,61.4024,-30.9146,-23.1707,,,,SGN
1.3569,-1.0413,0.3821,,,,,,,SGN
,,,67.3171,-35.6707,-25.6707,-37.6250,-68.5625,-4.3125,SGN
1.4458,-0.9749,0.4736,72.8659,-40.0000,-27.5000,,,,SGN
1.5421,-0.8824,0.4830,77.0122,-42.0122,-28.5976,,,,SGN
1.6804,-0.5330,0.8972,75.3354,-34.3598,-31.2805,,,,SGN
1.7053,0.0840,1.5469,53.5976,-29.1463,-30.4268,,,,SGN
1.8198,-0.0911,2.1901,31.2805,-64.8781,-32.1341,,,,SGN
,,,18.7805,-75.9756,-29.5732,,,,SGN
2.1218,-0.8477,1.9800,9.4512,-58.7195,-22.7439,,,,SGN
2.6089,-1.0345,1.6077,-3.2317,-40.3354,-11.3110,,,,SGN
,,,,,,-41.2500,-73.6250,-3.9375,SGN
2.1396,-0.9827,1.0901,-12.9878,-43.2317,5.7012,,,,SGN
2.0168,-0.9287,0.7478,-16.7073,-41.5244,10.9146,,,,SGN
1.9680,-0.8931,0.6130,-17.0122,-28.7195,11.4634,,,,SGN
1.7656,-0.8280,0.4403,-14.2988,-4.8780,9.7256,,,,SGN
1.6689,-0.7754,0.3772,-11.4634,19.3293,6.3415,,,,SGN
1.6513,-0.7705,0.4419,-8.2012,34.1463,3.7500,,,,SGN
1.5413,-0.7622,0.5349,-4.2073,33.7805,-0.1829,,,,SGN
,,,,,,-42.0000,-72.5625,-3.1250,SGN
1.4912,-0.7549,0.5784,-2.0122,24.5732,-3.5366,,,,SGN
1.5097,-0.7733,0.6683,-0.1830,5.3354,-5.1829,,,,SGN
1.5913,-0.7883,0.8210,-0.8537,-10.6098,-4.6341,,,,SGN
1.6909,-0.8093,0.8862,-1.9512,-15.3659,-3.5366,,,,SGN
1.7985,-0.8565,0.8790,-5.0610,-15.0610,-0.9756,,,,SGN
1.9092,-0.9006,0.8782,-7.7439,-8.5976,1.8293,,,,SGN
1.9624,-0.9170,0.8547,-9.5122,-2.6220,4.3902,,,,SGN
1.9127,-0.8973,0.7920,-11.6463,5.2744,7.8049,,,,SGN
,,,,,,-42.3125,-71.8125,-3.9375,SGN
1.8158,-0.8690,0.6984,-12.2866,10.9756,10.7012,,,,SGN
1.7812,-0.8286,0.6545,-12.1951,12.8049,12.6220,,,,SGN
1.7202,-0.8123,0.6641,-12.8659,13.0488,13.1707,,,,SGN
1.7487,-0.8175,0.7063,-13.8720,14.6341,13.0793,,,,SGN
1.7639,-0.8157,0.7283,-14.5732,15.3659,12.9878,,,,SGN
1.6615,-0.8432,0.7162,-15.0915,9.7866,12.1037,,,,SGN
1.6355,-0.8838,0.6831,-14.0854,4.3293,10.4268,,,,SGN
,,,,,,-41.6250,-71.1250,-2.3125,SGN
1.6274,-0.9021,0.6511,,,,,,,SGN
1.6006,-0.9221,0.6270,-13.2927,2.8659,9.1463,,,,SGN
1.5605,-0.9512,0.5959,-11.5244,0.3963,6.8293,,,,SGN
1.4969,-0.9914,0.5284,-7.8659,-3.9024,3.9634,,,,SGN
1.5034,-1.0134,0.4832,-4.5122,-7.0122,2.7439,,,,SGN
