ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,UID
0.4292,-0.6680,1.8762,0.3659,1.3415,-1.2805,,,,SGN
0.4219,-0.6650,1.8721,0.1829,0.6098,-1.3415,,,,SGN
0.4224,-0.6606,1.8701,0.4878,0.8232,-1.0671,,,,SGN
0.4272,-0.6514,1.8718,0.3049,0.4268,-0.9756,,,,SGN
,,,,,,-11.0000,-63.0625,-1.1250,SGN
0.4238,-0.6567,1.8730,0.1220,0.4268,-0.6098,,,,SGN
0.4231,-0.6694,1.8794,-0.6098,-0.1220,0.0000,,,,SGN
0.4387,-0.6770,1.8931,-0.3963,-0.2744,0.2744,,,,SGN
0.4514,-0.6753,1.8848,0.0000,0.8537,1.0976,,,,SGN
0.4475,-0.6750,1.8825,0.6707,2.6220,1.2195,,,,SGN
0.4277,-0.6670,1.8806,0.8232,2.7744,1.7683,,,,SGN
0.4185,-0.6638,1.8967,0.7927,1.8902,1.8293,,,,SGN
0.4331,-0.6675,1.8965,0.3659,1.4024,1.0976,-12.0625,-62.3125,-1.1250,SGN
0.4617,-0.6658,1.8918,1.2805,2.3171,0.7927,,,,SGN
0.5137,-0.6643,1.8599,1.5244,5.0000,-0.3049,,,,SGN
0.4348,-0.6494,1.8982,1.0976,7.6829,-1.2805,,,,SGN
0.3171,-0.6616,1.8962,0.7622,3.8415,-1.3720,,,,SGN
0.3931,-0.6675,1.9043,0.9146,-2.0732,-0.8537,,,,SGN
0.4666,-0.6763,1.9049,2.6220,-0.8537,0.3659,,,,SGN
0.4119,-0.6372,1.8259,1.8293,2.2256,-0.8841,,,,SGN
0.3853,-0.6321,1.8384,0.2439,2.3171,0.0610,,,,SGN
0.4280,-0.6523,1.8936,-0.3659,0.7317,-0.2439,-12.8125,-62.3125,-1.5625,SGN
0.4617,-0.6655,1.9116,-2.0122,3.1098,-2.8049,,,,SGN
0.4521,-0.6665,1.9211,-1.3415,4.3902,0.4268,,,,SGN
0.4197,-0.6508,1.8828,-2.3780,7.5000,0.4268,,,,SGN
0.3323,-0.6914,1.8582,-1.9207,5.2134,2.1341,,,,SGN
0.3291,-0.6804,1.8595,-1.5549,-1.8598,2.9573,,,,SGN
0.3958,-0.6604,1.9248,-1.8293,-4.9390,4.3293,,,,SGN
0.5007,-0.6913,1.8935,-1.2195,-0.1524,2.8049,,,,SGN
,,,,,,-10.2500,-63.4375,-1.9375,SGN
0.4561,-0.6829,1.8535,-0.1829,4.2683,1.4024,,,,SGN
0.3806,-0.6480,1.8954,-0.2439,0.5793,1.0671,,,,SGN
0.4368,-0.6611,1.9338,0.0000,-1.2805,0.9146,,,,SGN
0.4580,-0.6858,1.9047,0.3354,2.4695,0.2744,,,,SGN
0.4045,-0.6667,1.8882,-0.1829,3.7805,-0.6098,,,,SGN
0.3811,-0.6494,1.8923,-0.1220,2.1341,-0.7927,,,,SGN
0.4004,-0.6550,1.8787,-0.4878,1.4634,-0.1220,,,,SGN
0.4353,-0.6638,1.8811,-0.5488,2.0122,0.2439,,,,SGN
0.4353,-0.6582,1.9146,,,,-12.0625,-62.3125,-1.5625,SGN
0.4128,-0.6511,1.9226,-0.6707,3.5061,0.4269,,,,SGN
0.3699,-0.6651,1.8504,-0.1220,3.4146,0.3659,,,,SGN
0.3552,-0.6741,1.8301,-0.1525,0.4268,0.5793,,,,SGN
0.3762,-0.6934,1.8401,0.1829,-2.6220,0.8537,,,,SGN
0.4113,-0.7026,1.8826,0.8537,-3.7805,1.4024,,,,SGN
0.3984,-0.6973,1.8979,1.0366,-4.6341,2.4695,,,,SGN
0.4016,-0.6875,1.9031,1.4024,-6.4024,2.4390,-12.4375,-63.4375,-2.7500,SGN
0.4172,-0.6755,1.8960,1.7073,-5.0000,2.6829,,,,SGN
0.4158,-0.6685,1.8723,2.4390,-3.1707,2.1341,,,,SGN
0.4167,-0.6522,1.8613,2.8963,-2.3171,1.0671,,,,SGN
0.4458,-0.6499,1.8643,2.6829,-1.5244,-0.3049,,,,SGN
0.4602,-0.6519,1.8823,2.1951,0.3659,-0.4878,,,,SGN
0.4429,-0.6587,1.8811,1.5854,2.1951,-0.9756,,,,SGN
0.3945,-0.6548,1.8855,0.3659,0.6707,-1.9512,,,,SGN
0.3696,-0.6523,1.8967,0.1829,-1.6463,-2.5000,,,,SGN
0.3926,-0.6626,1.8794,0.1829,-2.6829,-2.9268,,,,SGN
,,,,,,-11.6875,-62.3125,-1.5625,SGN
0.4192,-0.6599,1.8706,0.7927,-2.3171,-3.4756,,,,SGN
0.4096,-0.6519,1.8715,1.1890,-2.1037,-3.5061,,,,SGN
0.4253,-0.6526,1.8855,0.9756,-2.3780,-3.4756,,,,SGN
0.4387,-0.6562,1.8842,0.0915,-1.0366,-3.2927,,,,SGN
0.3923,-0.6689,1.8618,0.0610,-1.5854,-3.4146,,,,SGN
0.3960,-0.6631,1.8794,-0.1220,-2.3780,-2.3780,,,,SGN
0.4407,-0.6541,1.9038,0.1220,-1.0366,-1.3415,,,,SGN
0.4717,-0.6538,1.9021,0.1829,2.4390,-0.3049,,,,SGN
0.4602,-0.6597,1.8999,-0.1220,4.8171,1.0976,,,,SGN
0.4319,-0.6753,1.9104,0.0000,5.9146,1.8293,-12.0625,-64.1875,-2.3125,SGN
0.4377,-0.6904,1.9124,1.1585,6.4634,1.5244,,,,SGN
0.4187,-0.6677,1.9023,,,,,,,SGN
0.3867,-0.6348,1.8850,0.7622,6.4024,1.2500,,,,SGN
0.3513,-0.6272,1.9038,-0.3659,1.7073,0.4268,,,,SGN
0.3582,-0.6582,1.9202,-0.3659,-1.0366,0.0610,,,,SGN
0.3960,-0.6809,1.9197,-0.4268,-3.2927,-0.3049,,,,SGN
0.4221,-0.6802,1.8962,-0.3049,-3.9634,-0.5488,,,,SGN
0.4453,-0.6689,1.8796,0.1829,-3.5366,-1.0976,,,,SGN
0.4658,-0.6694,1.8638,0.4268,-1.5854,-2.1951,,,,SGN
,,,,,,-12.4375,-63.0625,-1.5625,SGN
0.4753,-0.6738,1.8682,0.9146,0.8537,-2.1341,,,,SGN
0.4598,-0.6642,1.8567,1.0976,4.1463,-2.6220,,,,SGN
0.4114,-0.6582,1.8870,1.7683,5.7927,-2.6220,,,,SGN
0.3760,-0.6627,1.9087,1.0671,3.4451,-2.2561,,,,SGN
0.3416,-0.6501,1.9080,0.0610,-1.4024,-1.2805,,,,SGN
0.3389,-0.6526,1.8838,0.0610,-4.5732,-0.9146,,,,SGN
0.3745,-0.6594,1.8584,-0.4268,-5.0000,0.1220,,,,SGN
0.4099,-0.6638,1.8457,0.0000,-5.2439,1.1585,,,,SGN
,,,,,,-12.4375,-63.4375,-2.7500,SGN
0.4221,-0.6644,1.9370,-1.3415,-4.8476,3.2622,,,,SGN
0.4294,-0.6687,1.9199,-1.5244,-5.3659,4.3902,,,,SGN
0.4360,-0.6731,1.8750,-0.5488,-3.5366,4.8780,,,,SGN
0.4285,-0.6602,1.8767,-0.2439,-2.7439,4.9390,,,,SGN
0.3694,-0.6404,1.9023,0.1220,-4.4512,5.2439,,,,SGN
