ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,UID
0.5210,-0.9241,1.8259,-0.0610,3.3537,-1.8293,,,,SGN
0.5200,-0.9292,1.8406,-0.3659,3.9024,-2.3780,-11.3125,-61.2500,0.0000,SGN
0.5078,-0.9204,1.8262,-1.2195,3.2317,-1.8293,,,,SGN
0.4961,-0.9124,1.7983,-1.5854,2.5610,-2.3780,,,,SGN
0.5046,-0.9094,1.7708,-0.7927,2.1951,-3.1707,,,,SGN
0.5273,-0.9033,1.7542,-2.0732,3.3537,-2.5000,,,,SGN
0.5540,-0.8989,1.7856,-3.1707,5.8537,-1.8293,,,,SGN
0.5544,-0.9153,1.8310,-4.6341,11.6159,-2.3780,,,,SGN
0.5315,-0.9321,1.8289,,,,,,,SGN
,,,-5.3049,14.7561,-3.2927,,,,SGN
0.4405,-0.9351,1.7876,-5.3659,11.4634,-3.6280,,,,SGN
,,,,,,-8.8125,-62.3125,0.3750,SGN
0.2876,-0.9558,1.6831,-3.1707,2.5610,-5.1829,,,,SGN
0.1680,-0.9512,1.6318,-1.4634,-5.7927,-7.0122,,,,SGN
0.1509,-0.9375,1.6140,0.3049,-14.4512,-8.1707,,,,SGN
0.2292,-0.9138,1.6082,1.2195,-19.5732,-8.7805,,,,SGN
0.4756,-0.9161,1.6620,2.4695,-15.6402,-6.8598,,,,SGN
0.6924,-0.9307,1.7439,2.9268,-2.9878,-3.7195,,,,SGN
0.7555,-0.9410,1.7963,2.2256,8.6280,-2.2866,,,,SGN
0.7283,-0.9524,1.8447,0.2439,11.8293,-0.1220,,,,SGN
,,,,,,-12.0625,-60.8750,0.0000,SGN
0.6160,-0.9800,1.8506,-1.2195,7.8659,1.5854,,,,SGN
0.5405,-0.9890,1.8206,-2.1951,2.3171,3.2927,,,,SGN
0.5205,-0.9802,1.7786,-2.5610,-2.0732,3.2317,,,,SGN
0.5059,-0.9622,1.7495,-2.5000,-3.9634,3.4146,,,,SGN
0.4849,-0.9470,1.7249,-2.5000,-4.7561,3.6585,,,,SGN
0.4763,-0.9136,1.7317,-2.1341,-5.2439,3.8415,,,,SGN
0.5295,-0.8985,1.7267,-1.0366,-2.7134,4.6646,,,,SGN
0.5684,-0.8977,1.7329,-0.3049,3.2927,5.1829,,,,SGN
0.5569,-0.9058,1.7312,0.2439,7.0732,5.3659,-11.3125,-60.5000,1.5625,SGN
0.5164,-0.9163,1.7358,0.4878,8.5366,5.1220,,,,SGN
0.4644,-0.9299,1.7424,1.0976,6.0976,5.0610,,,,SGN
0.4112,-0.9522,1.7336,1.3415,0.4268,4.5122,,,,SGN
0.3943,-0.9541,1.7439,1.4634,-4.5122,4.3902,,,,SGN
0.4545,-0.9480,1.7652,1.5854,-4.7866,3.7195,,,,SGN
0.4929,-0.9490,1.7612,1.7683,-1.7073,3.1098,,,,SGN
0.5109,-0.9398,1.7278,2.1341,1.0976,3.2927,,,,SGN
,,,,,,-11.3125,-62.6875,0.0000,SGN
0.5015,-0.9337,1.7152,2.3780,1.7378,3.7500,,,,SGN
0.4705,-0.9338,1.7476,2.8049,1.0976,3.1098,,,,SGN
0.4458,-0.9396,1.7675,2.5000,0.0000,2.6829,,,,SGN
0.4487,-0.9338,1.7854,2.3171,-2.3171,2.7439,,,,SGN
0.4587,-0.9272,1.7866,2.1951,-3.2317,2.7439,,,,SGN
0.4794,-0.9215,1.7877,2.2256,-2.6524,2.6829,,,,SGN
0.4775,-0.9331,1.7322,2.1951,-0.4878,2.3780,,,,SGN
,,,2.2561,0.6707,2.0732,-10.2500,-61.6250,0.0000,SGN
0.4899,-0.9296,1.7246,2.1951,1.2805,1.8902,,,,SGN
0.4746,-0.9316,1.7456,2.1341,0.3659,1.8293,,,,SGN
0.4475,-0.9333,1.7515,3.7195,-1.1585,1.8293,,,,SGN
0.4392,-0.9253,1.7744,4.1768,-2.5610,0.4268,,,,SGN
0.4470,-0.9246,1.7866,4.5122,-2.8049,-0.7927,,,,SGN
0.4416,-0.9194,1.7748,3.2622,-0.7622,-1.2805,,,,SGN
0.4597,-0.9126,1.7834,2.3171,0.7317,-1.6463,,,,SGN
0.4778,-0.9194,1.7896,1.4634,1.2805,-1.9512,,,,SGN
0.4731,-0.9268,1.7986,0.4878,1.3415,-2.5000,,,,SGN
,,,,,,-9.5000,-61.6250,0.0000,SGN
0.4800,-0.9229,1.7993,-0.5488,0.9756,-2.6220,,,,SGN
0.5027,-0.9182,1.7959,-1.2195,1.0366,-2.6829,,,,SGN
0.5220,-0.9204,1.8040,-0.5488,1.8902,-2.8049,,,,SGN
0.5186,-0.9224,1.7761,-0.7927,2.5000,-2.6220,,,,SGN
0.5122,-0.9067,1.7686,-1.2195,2.7439,-2.6220,,,,SGN
0.5159,-0.8979,1.7927,-2.2561,3.7805,-2.5610,,,,SGN
0.4997,-0.9274,1.7938,-2.5000,6.0061,-2.1646,,,,SGN
0.4817,-0.9207,1.7769,-3.0488,6.8293,-3.4756,,,,SGN
0.4475,-0.9263,1.7720,-2.1341,5.9756,-3.1098,,,,SGN
0.3831,-0.9329,1.7549,-2.0732,3.9634,-3.4146,-11.6875,-61.6250,0.3750,SGN
0.3787,-0.9229,1.7449,-1.7683,-0.5488,-3.7195,,,,SGN
0.4528,-0.9165,1.7460,-2.0732,-3.1098,-3.2622,,,,SGN
0.5308,-0.9221,1.7500,-1.5244,-1.3415,-2.6220,,,,SGN
0.5410,-0.9272,1.7349,-0.9146,0.8537,-2.8659,,,,SGN
0.4987,-0.9304,1.7191,-0.8232,1.5549,-2.9268,,,,SGN
0.4868,-0.9219,1.7573,-1.0366,0.0000,-2.0732,,,,SGN
0.4883,-0.9370,1.7849,-1.4024,-0.6098,-1.9512,,,,SGN
0.5000,-0.9448,1.7954,-1.7073,0.1829,-1.7683,-11.3125,-60.5000,-0.3750,SGN
0.5159,-0.9351,1.7937,-2.0122,1.2195,-1.7683,,,,SGN
0.5110,-0.9297,1.7983,-2.3780,2.0732,-1.7683,,,,SGN
0.4858,-0.9456,1.7756,-1.1585,1.1585,-1.7073,,,,SGN
0.4158,-0.9534,1.7156,-0.7927,-0.9756,-1.3415,,,,SGN
0.4252,-0.9174,1.6843,-0.1525,-4.6341,-1.8902,,,,SGN
0.5205,-0.9102,1.7224,0.0610,-2.3780,-0.9146,,,,SGN
