ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,UID
-0.0103,-0.2983,1.9946,-0.2439,2.1951,-0.4268,,,,SGN
-0.0583,-0.2852,2.0137,-0.5488,1.1585,-0.5488,5.0625,-73.2500,-1.5625,SGN
-0.0767,-0.2942,2.0203,0.1829,-0.8537,0.5488,,,,SGN
-0.0415,-0.3081,2.0046,0.9146,-0.9756,0.8537,,,,SGN
0.0063,-0.3066,1.9958,,,,,,,SGN
-0.0039,-0.2957,1.9993,1.0366,0.0610,0.0610,,,,SGN
-0.0345,-0.2902,2.0091,1.0366,1.2805,0.3963,,,,SGN
-0.0325,-0.2908,2.0210,0.7317,0.4268,0.3049,,,,SGN
-0.0388,-0.2937,2.0088,0.3049,-0.2744,0.3963,,,,SGN
-0.0422,-0.2971,1.9980,0.1220,-1.0976,0.4878,,,,SGN
,,,,,,5.8125,-73.2500,-2.3125,SGN
-0.0281,-0.2976,1.9886,-0.4268,-0.7317,0.0610,,,,SGN
-0.0339,-0.3057,2.0076,-0.2134,-0.7622,-0.1220,,,,SGN
-0.0464,-0.2971,2.0193,-0.1829,-2.1951,-0.3659,,,,SGN
-0.0200,-0.3085,2.0054,0.7927,-1.1280,0.3659,,,,SGN
0.0242,-0.2817,1.9885,0.6707,1.8902,-1.0976,,,,SGN
-0.0322,-0.2712,2.0273,0.0000,1.0366,-0.2439,,,,SGN
-0.0659,-0.2795,2.0339,-0.5488,-1.0366,0.9756,,,,SGN
-0.0266,-0.2944,2.0093,-0.4878,-1.5244,0.7927,,,,SGN
0.0002,-0.3064,1.9883,,,,4.3750,-73.2500,-0.7500,SGN
-0.0212,-0.2986,1.9819,-0.6402,0.3963,0.2135,,,,SGN
-0.0398,-0.3005,1.9854,-0.5488,0.6098,0.0000,,,,SGN
-0.0415,-0.3040,1.9985,-0.1220,0.1220,-0.4268,,,,SGN
-0.0439,-0.2996,2.0168,0.2439,-1.2195,-0.1829,,,,SGN
-0.0449,-0.2986,2.0288,0.6098,-1.7683,-0.0610,,,,SGN
-0.0242,-0.3017,2.0046,1.1890,-1.1890,0.0305,,,,SGN
0.0061,-0.2832,1.9819,0.1829,1.0976,-0.6707,,,,SGN
-0.0134,-0.2817,2.0137,-0.4268,1.2195,0.2439,,,,SGN
-0.0061,-0.2854,2.0344,-0.6098,2.0122,1.3415,4.3750,-71.0625,-0.3750,SGN
0.0251,-0.2937,2.0454,-0.0610,3.3537,2.5610,,,,SGN
0.0090,-0.2935,2.0286,0.1220,5.3659,2.3780,,,,SGN
-0.0686,-0.2881,2.0027,-0.3049,3.4146,2.5000,,,,SGN
-0.0786,-0.3000,1.9773,0.4268,1.1585,2.3171,,,,SGN
-0.0574,-0.3389,1.9661,0.8537,0.8537,0.7317,,,,SGN
-0.0781,-0.3293,2.0083,1.7683,-1.2805,-0.8537,,,,SGN
-0.0955,-0.2905,2.0266,0.9756,-4.7561,-0.8537,,,,SGN
-0.0546,-0.2818,2.0195,0.4878,-8.1707,-0.4878,,,,SGN
-0.0374,-0.2979,1.9817,0.4268,-8.7195,-0.6098,,,,SGN
,,,,,,4.6875,-73.6250,-2.3125,SGN
