ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,UID
0.0044,-0.2834,1.9998,-0.1219,5.3659,-2.6220,,,,SGN
0.0200,-0.2874,2.0103,0.0610,4.8171,-1.7073,,,,SGN
0.0439,-0.3119,2.0080,0.3659,4.9390,-1.5244,,,,SGN
0.0071,-0.3293,2.0247,1.4024,2.4390,-1.2195,,,,SGN
,,,,,,5.0625,-72.9375,-1.5625,SGN
-0.0103,-0.3285,2.0030,1.6768,-0.6707,-0.9146,,,,SGN
0.0444,-0.3240,2.0073,2.0732,-0.7927,-1.1585,,,,SGN
0.0413,-0.3284,2.0168,3.6585,0.1829,-0.7927,,,,SGN
0.0146,-0.3225,1.9946,3.7805,-0.6707,-1.2805,,,,SGN
0.0444,-0.2939,1.9834,3.0488,-0.1829,-2.1341,,,,SGN
0.0325,-0.2788,2.0181,2.1951,0.1220,-1.9512,,,,SGN
-0.0027,-0.2820,2.0369,1.7683,-2.5000,-1.1585,,,,SGN
-0.0146,-0.2886,2.0425,1.0976,-4.3293,-1.0366,,,,SGN
0.0046,-0.3030,2.0374,2.0122,-4.8171,-0.7317,,,,SGN
,,,,,,4.6875,-71.8125,-2.7500,SGN
0.0518,-0.3145,1.9543,1.8293,-3.4146,-0.4878,,,,SGN
0.0987,-0.2757,1.9743,1.3415,-0.1220,-1.0366,,,,SGN
0.0405,-0.2764,2.0339,0.2134,3.3537,-0.5183,,,,SGN
0.0210,-0.2878,2.0339,-0.3659,2.1951,0.7927,,,,SGN
0.0308,-0.2964,2.0146,-0.4268,1.3415,0.6098,,,,SGN
0.0266,-0.2986,2.0022,0.0000,0.7927,0.9146,,,,SGN
0.0007,-0.3098,1.9978,0.6707,-0.6098,1.5854,,,,SGN
0.0152,-0.3163,1.9745,1.8293,-1.5854,1.2195,,,,SGN
,,,1.3415,-1.2195,0.9756,3.6250,-72.5625,-2.3125,SGN
0.0408,-0.2888,2.0344,1.0976,-0.6707,0.8537,,,,SGN
0.0181,-0.2796,2.0434,0.5488,-1.3415,0.6098,,,,SGN
0.0488,-0.2883,1.9939,-0.0915,-2.1646,0.1830,,,,SGN
0.0679,-0.2861,1.9875,-0.4878,0.1829,0.5488,,,,SGN
0.0378,-0.2852,2.0012,-1.0366,0.6707,0.3049,,,,SGN
0.0176,-0.2905,2.0066,-1.2195,-0.4268,0.2439,,,,SGN
0.0332,-0.2942,2.0054,-1.4634,-0.6707,0.8537,,,,SGN
0.0649,-0.3081,1.9944,-0.9756,0.1829,0.9756,,,,SGN
,,,-0.3659,1.4634,1.1585,,,,SGN
0.0364,-0.3059,1.9846,-0.1220,2.2561,0.9146,4.0000,-72.9375,-1.1250,SGN
0.0229,-0.3120,2.0022,0.3049,2.2561,0.8537,,,,SGN
0.0537,-0.3108,1.9985,0.4878,3.0488,0.7927,,,,SGN
0.0526,-0.2772,2.0347,-0.8232,3.7500,-0.2134,,,,SGN
-0.0457,-0.2783,2.0356,-1.9512,-0.1220,0.2439,,,,SGN
-0.0361,-0.2920,2.0112,-2.1341,-3.1098,-0.6707,,,,SGN
-0.0022,-0.3044,1.9922,-1.9512,-4.5122,-1.0366,,,,SGN
0.0168,-0.3110,1.9941,-1.6463,-5.1220,-1.3415,,,,SGN
0.0529,-0.3136,1.9948,-0.8232,-4.0549,-1.2500,,,,SGN
,,,,,,3.6250,-71.8125,-2.7500,SGN
0.0920,-0.3149,2.0068,-0.2439,-1.0976,-0.9756,,,,SGN
