ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,UID
0.5403,-0.0107,2.0251,-0.4268,-22.1951,3.3537,-9.1250,-68.8750,-8.2500,SGN
0.5854,-0.0061,2.1501,-5.8537,-9.8171,4.9390,,,,SGN
0.5046,-0.1013,2.1077,1.8902,2.9268,3.2927,,,,SGN
0.3950,0.0137,2.0183,-0.0610,5.1220,4.6951,,,,SGN
0.2507,0.0366,1.9309,-1.2195,-0.9146,5.7317,,,,SGN
0.1541,-0.0288,1.8882,-0.4878,-6.8902,6.1585,,,,SGN
0.2100,-0.0156,1.8777,0.6098,-10.1829,6.0366,,,,SGN
0.3806,-0.0085,1.8628,1.5244,-9.0244,7.1951,,,,SGN
0.5134,0.0265,1.9344,2.2561,-1.5244,9.2988,,,,SGN
,,,,,,-11.0000,-68.1875,-7.4375,SGN
0.4487,0.0398,1.9866,2.9878,5.7927,8.7195,,,,SGN
0.3795,0.0428,1.9393,1.6463,3.9634,7.8049,,,,SGN
0.2817,0.0374,1.9065,0.5488,-3.0488,7.0732,,,,SGN
0.2117,0.0256,1.9006,-0.6707,-9.1463,6.7683,,,,SGN
0.2881,0.0151,1.9219,-0.3049,-14.5122,7.6829,,,,SGN
0.4055,-0.0042,1.9104,-0.1829,-13.5976,8.6585,,,,SGN
0.4812,0.0105,1.9348,-0.7927,-8.0488,7.8659,,,,SGN
0.5417,-0.0051,1.9285,0.7317,-2.3171,7.8659,,,,SGN
0.5554,-0.0132,1.8633,1.2805,2.3780,8.0488,,,,SGN
0.5330,0.0000,1.8115,4.3293,7.3171,6.9512,-9.8750,-67.4375,-7.4375,SGN
0.5847,-0.0120,1.7810,6.2805,13.4146,7.0732,,,,SGN
0.5881,0.1121,1.8535,2.8049,39.2073,-3.7195,,,,SGN
0.5732,0.1832,2.0671,-3.8415,57.2866,-5.2134,,,,SGN
0.1421,0.0459,2.2441,-10.6098,52.1341,2.6829,,,,SGN
0.0688,-0.0271,2.1414,-9.4512,36.8902,-1.8902,,,,SGN
0.1042,-0.0051,2.0244,-9.7561,26.2195,-7.6829,,,,SGN
0.1206,-0.1006,1.9893,-10.4878,22.3780,-5.9756,,,,SGN
0.1226,-0.1611,2.0298,-8.8415,14.2073,-4.5122,,,,SGN
0.0759,-0.1743,2.0337,-8.5366,1.6463,-5.8537,,,,SGN
,,,,,,-9.1250,-68.1875,-6.6875,SGN
0.1083,-0.1623,2.1316,-10.8841,-9.4207,1.6463,,,,SGN
0.2646,-0.0608,2.1514,-10.3659,-19.3902,-4.1463,,,,SGN
0.3376,-0.0964,2.1125,-8.8415,-20.1829,-5.4268,,,,SGN
0.3311,-0.1343,1.9740,-7.7134,-21.0975,-5.9756,,,,SGN
0.3257,-0.0972,2.0684,-6.1585,-18.6585,-3.2317,,,,SGN
0.4238,-0.0408,1.9846,,,,,,,SGN
,,,-5.2439,-11.2195,-1.7683,,,,SGN
0.4893,-0.0169,1.9733,-10.6098,-1.6463,2.0122,,,,SGN
,,,-8.8415,6.2805,6.1585,-8.4375,-68.1875,-6.6875,SGN
0.3718,-0.0005,2.0149,-11.2805,11.6463,8.3537,,,,SGN
0.3418,0.0176,1.9827,-10.6098,15.0000,4.0854,,,,SGN
0.2703,-0.0515,1.9753,-12.2561,15.2439,6.6463,,,,SGN
0.2144,-0.0837,1.9258,-10.4878,14.9085,5.7927,,,,SGN
0.1650,-0.1316,1.9192,-7.1951,8.7195,4.3902,,,,SGN
0.0676,-0.1409,1.9663,-5.0000,1.7683,1.7073,,,,SGN
0.0168,-0.1104,1.9736,-3.0488,-6.9512,1.0976,,,,SGN
0.1038,-0.1057,1.9983,-1.8902,-12.6829,4.7561,,,,SGN
0.2759,-0.0789,2.0298,-1.6463,-11.4024,5.4878,-8.8125,-66.6875,-8.2500,SGN
0.4397,-0.0715,2.0840,-1.0366,-8.5366,8.1707,,,,SGN
0.5164,-0.1033,2.0457,0.0610,-3.0488,9.5732,,,,SGN
0.7309,-0.1705,2.0267,0.7927,28.2927,14.6951,,,,SGN
0.4141,-0.1121,1.9626,3.9939,37.2866,8.0488,,,,SGN
0.1309,-0.1257,1.9954,4.5732,34.2073,7.0732,,,,SGN
-0.0806,-0.1157,2.0281,4.9390,16.8902,6.4634,,,,SGN
-0.1921,-0.1240,2.0400,5.4878,-4.1463,4.6341,,,,SGN
0.0475,-0.1545,2.0375,6.2805,-17.2561,4.6341,,,,SGN
0.3130,-0.1321,2.1421,7.9878,-21.7073,3.2927,-7.3125,-67.4375,-6.3125,SGN
,,,5.7317,-20.9756,6.8902,,,,SGN
0.2730,-0.0907,2.0765,3.1707,-22.0732,7.0732,,,,SGN
0.3115,-0.1404,1.9805,1.6768,-21.4634,4.5427,,,,SGN
0.4426,-0.1118,1.9990,3.9634,-16.2805,2.6829,,,,SGN
0.4526,-0.0091,1.9536,3.6585,-9.6951,-0.3659,,,,SGN
,,,3.6585,-9.5732,-2.6220,,,,SGN
0.1560,-0.0723,1.8438,2.1951,-13.4756,-3.5366,,,,SGN
0.0492,-0.0229,1.9556,0.5488,-17.0732,-10.1220,,,,SGN
0.3645,0.0747,1.8994,-1.9817,-22.8049,-4.3902,,,,SGN
0.7451,0.0474,1.9944,,,,-8.0625,-67.8125,-7.0625,SGN
0.7903,0.0129,2.0132,-2.9268,5.7622,-3.0183,,,,SGN
