ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,UID
0.4478,-0.6753,1.8918,0.7927,6.0976,-0.3049,,,,SGN
0.4075,-0.6836,1.8909,0.9146,3.4756,-0.7927,,,,SGN
0.3872,-0.6755,1.8892,0.8537,-0.0610,-0.4878,,,,SGN
0.4133,-0.6665,1.8909,0.3659,-2.1341,-0.1829,,,,SGN
0.4492,-0.6509,1.8914,,,,-9.8750,-64.5000,-3.1250,SGN
0.4722,-0.6497,1.8943,0.6402,-1.8293,-0.7622,,,,SGN
0.5085,-0.6619,1.8667,0.9146,0.8537,-0.2439,,,,SGN
0.5220,-0.6616,1.8638,,,,,,,SGN
0.4791,-0.6880,1.8989,0.3659,3.5366,-0.3659,,,,SGN
0.4016,-0.7048,1.8889,-0.2439,1.8293,-1.0366,,,,SGN
0.3933,-0.6788,1.8810,-0.6707,-1.6463,-0.7317,,,,SGN
0.4365,-0.6714,1.8655,-0.3049,-4.2683,-0.4878,,,,SGN
,,,,,,-9.5000,-63.8125,-3.5000,SGN
0.4712,-0.6655,1.8552,0.0610,-2.7439,0.1220,,,,SGN
0.4924,-0.6560,1.8533,0.6098,-0.4268,0.3049,,,,SGN
0.4871,-0.6484,1.8757,0.6098,2.5000,0.0610,,,,SGN
0.4800,-0.6472,1.8805,0.3049,3.2317,0.1220,,,,SGN
0.4932,-0.6492,1.8757,0.2744,3.7195,0.3049,,,,SGN
0.4890,-0.6497,1.8777,-0.1829,5.4268,-0.2439,,,,SGN
0.4316,-0.6528,1.8818,0.1829,5.8537,-0.1829,,,,SGN
0.4341,-0.6590,1.8827,0.4268,4.0854,0.0000,-11.0000,-64.8750,-3.1250,SGN
0.4409,-0.6619,1.8843,-0.4268,2.2561,-0.0610,,,,SGN
0.4417,-0.6624,1.8774,-0.3659,1.4634,-0.4878,,,,SGN
0.4475,-0.6669,1.8750,-0.1525,2.4390,-0.3963,,,,SGN
0.4727,-0.6577,1.8616,-0.6098,3.2317,-0.3659,,,,SGN
0.4724,-0.6521,1.8809,-0.3659,4.5122,-0.1829,,,,SGN
0.4521,-0.6545,1.8955,0.3659,5.1829,0.2439,,,,SGN
0.4192,-0.6626,1.8877,,,,,,,SGN
,,,0.4268,4.0244,-0.4878,-11.3125,-64.5000,-1.1250,SGN
0.4024,-0.6625,1.8745,0.3659,1.7683,-0.4268,,,,SGN
,,,1.2195,-1.2195,-0.1829,,,,SGN
0.3977,-0.6675,1.8787,2.2561,-6.2805,-0.9146,,,,SGN
0.3384,-0.6685,1.8772,2.6829,-9.8171,-1.3415,,,,SGN
0.4054,-0.6360,1.9103,2.1341,-11.8902,0.1829,,,,SGN
0.6039,-0.6545,1.9259,-0.4268,0.3049,1.1585,,,,SGN
0.5530,-0.6731,1.9053,-1.1585,5.3659,0.6707,,,,SGN
0.4514,-0.6653,1.8748,-1.4024,3.1707,-0.4268,-12.4375,-63.4375,-1.9375,SGN
0.3588,-0.6668,1.8257,,,,,,,SGN
0.4434,-0.6887,1.8196,,,,,,,SGN
0.4954,-0.6802,1.8892,,,,,,,SGN
0.4487,-0.6677,1.8696,-0.6707,1.1585,0.6098,,,,SGN
0.4246,-0.6366,1.9556,-1.7683,0.1220,-0.1829,,,,SGN
,,,-2.8049,-2.5610,0.7317,,,,SGN
0.4944,-0.6353,1.9434,,,,,,,SGN
0.4321,-0.6829,1.8115,-2.1951,-2.6220,2.3171,-11.3125,-64.5000,-2.3125,SGN
0.3833,-0.6719,1.8010,0.3659,2.9268,0.0610,,,,SGN
0.4036,-0.6587,1.8210,4.6037,-2.4695,-1.0671,,,,SGN
0.4044,-0.6472,1.7887,9.0244,-6.6463,0.4878,,,,SGN
0.3240,-0.5352,1.9817,6.5854,-5.2439,2.6220,,,,SGN
0.5269,-0.6592,2.0723,2.3780,-9.2683,1.3415,,,,SGN
,,,-4.3293,-7.5610,0.7317,,,,SGN
0.6523,-0.5684,1.7698,-3.2317,5.7927,0.9146,,,,SGN
0.4238,-0.6460,1.7031,,,,-11.6875,-63.4375,-2.7500,SGN
0.3396,-0.7095,1.6887,-0.7927,11.4634,-2.4390,,,,SGN
0.4077,-0.7092,1.7742,0.6707,7.6829,-2.1951,,,,SGN
0.5505,-0.6934,1.8896,2.0427,1.4329,0.2744,,,,SGN
0.5509,-0.7102,1.9601,0.6098,6.0366,-0.0610,,,,SGN
0.3735,-0.7407,1.8977,-0.4573,6.3415,-2.2866,,,,SGN
0.2697,-0.6944,1.8487,-1.1280,-6.7683,-2.4695,,,,SGN
0.3750,-0.6179,1.9331,,,,,,,SGN
,,,-2.3780,-17.6829,-0.7317,-11.0000,-64.1875,-3.5000,SGN
0.5496,-0.6230,1.9512,-2.8659,-15.7317,0.0000,,,,SGN
0.5864,-0.6326,1.8706,-2.9878,-8.5976,-0.1829,,,,SGN
0.5005,-0.6502,1.8079,1.7073,5.3659,0.1220,,,,SGN
