ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,UID
1.8608,-0.7222,0.3218,0.8537,-0.9146,0.6707,,,,SGN
1.8723,-0.7234,0.3345,0.6098,-0.2439,0.1220,,,,SGN
1.8813,-0.7295,0.3369,0.7927,0.6707,-0.3049,,,,SGN
1.8828,-0.7341,0.3289,0.3659,1.0366,0.1829,,,,SGN
,,,,,,-48.9375,-72.5625,0.7500,SGN
1.8660,-0.7388,0.3215,0.6098,0.0610,0.3659,,,,SGN
1.8645,-0.7415,0.3259,0.3049,-1.2195,0.4269,,,,SGN
1.8689,-0.7390,0.3374,0.1829,-1.6463,0.3049,,,,SGN
1.8569,-0.7361,0.3499,0.0000,-1.1585,0.2439,,,,SGN
1.8579,-0.7344,0.3486,-0.3659,-0.3049,-0.3659,,,,SGN
1.8669,-0.7339,0.3401,0.4268,-0.1829,0.1220,,,,SGN
1.8501,-0.7300,0.3455,0.9146,1.1585,0.0000,,,,SGN
1.8430,-0.7302,0.3213,1.2805,0.6707,0.1220,,,,SGN
1.8596,-0.7407,0.3103,1.9512,-0.0610,0.0000,,,,SGN
,,,,,,-48.5625,-72.9375,2.7500,SGN
1.8702,-0.7391,0.3186,1.7683,0.1829,-0.1830,,,,SGN
1.8630,-0.7358,0.3416,0.8537,1.8293,-1.0366,,,,SGN
1.8821,-0.7373,0.3374,0.9146,0.7927,0.0610,,,,SGN
1.8923,-0.7214,0.3203,0.8537,-1.2805,0.6098,,,,SGN
1.8740,-0.7146,0.3257,0.3049,-0.7927,0.0610,,,,SGN
1.8853,-0.7334,0.3455,0.3049,-0.1829,0.1220,,,,SGN
1.8806,-0.7410,0.3367,0.8537,0.2439,0.3659,,,,SGN
1.8557,-0.7314,0.3206,0.3659,-1.2805,0.1829,,,,SGN
1.8433,-0.7261,0.3315,0.0610,-2.6829,0.1829,,,,SGN
1.8564,-0.7263,0.3538,-0.0610,-3.5366,0.1220,-48.9375,-74.0000,1.1250,SGN
1.8860,-0.7305,0.3503,-0.7317,-3.1098,0.4268,,,,SGN
1.8950,-0.7334,0.3474,-0.8537,-1.7683,0.2439,,,,SGN
1.8979,-0.7378,0.3418,-0.7927,-1.4634,0.4268,,,,SGN
1.8806,-0.7454,0.3330,-1.0366,-2.3780,0.3049,,,,SGN
1.8674,-0.7406,0.3242,-1.3720,-2.4085,-0.2744,,,,SGN
1.9128,-0.7476,0.2888,-0.8537,0.0000,0.0000,,,,SGN
