ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,UID
2.0691,-0.1111,-0.3706,2.6220,-2.4390,3.4756,-59.8750,-82.0625,14.5625,SGN
2.1978,-0.0562,-0.4268,0.0000,1.7683,0.1829,,,,SGN
1.9739,-0.1672,-0.2007,-3.2927,19.8780,-2.9878,,,,SGN
1.9524,-0.2380,-0.1802,-1.1585,16.6463,0.3659,,,,SGN
1.9333,-0.0979,-0.1719,-2.8659,19.0244,0.2439,,,,SGN
1.9556,-0.0261,-0.1980,-5.7317,21.4634,-2.6220,,,,SGN
1.9990,-0.1409,-0.2798,-5.2439,18.9634,-1.5244,,,,SGN
1.9609,-0.2192,-0.3079,-4.0244,17.0122,-1.3415,,,,SGN
1.9839,-0.1953,-0.3530,-2.5000,13.8415,-1.7073,,,,SGN
2.0020,-0.1538,-0.3757,-2.1951,10.6098,-0.9756,,,,SGN
1.9819,-0.1553,-0.3772,-1.1585,5.2439,0.1829,-59.8750,-82.3750,13.0000,SGN
1.9832,-0.1609,-0.3579,0.2439,-2.8049,1.1585,,,,SGN
1.9961,-0.1350,-0.3303,0.9146,-7.3780,1.8902,,,,SGN
2.0012,-0.1138,-0.2840,0.9451,-7.1341,1.3720,,,,SGN
1.9858,-0.1472,-0.2688,0.7927,-4.5122,0.7317,,,,SGN
2.0151,-0.1572,-0.2903,0.9756,-5.0610,1.2195,,,,SGN
1.9730,-0.1525,-0.3184,1.0366,-4.5427,-0.3659,,,,SGN
1.9729,-0.1562,-0.3457,1.0366,-4.0244,-0.7927,,,,SGN
2.0186,-0.1499,-0.3347,1.0366,0.2439,-1.1585,,,,SGN
,,,,,,-60.1875,-83.1250,14.9375,SGN
2.0803,-0.1433,-0.3118,0.5488,5.0000,-1.0366,,,,SGN
2.0740,-0.1392,-0.2913,0.3659,9.6341,-0.6098,,,,SGN
2.0083,-0.1400,-0.2769,-0.1220,10.2134,0.3354,,,,SGN
1.9819,-0.1372,-0.2449,-0.5488,10.7927,0.9756,,,,SGN
1.9946,-0.1394,-0.2500,-0.8537,10.0610,1.5244,,,,SGN
1.9577,-0.1527,-0.2606,-0.8232,8.2317,1.2195,,,,SGN
2.0025,-0.1451,-0.2583,-0.6098,9.2073,0.4268,,,,SGN
,,,-0.6098,11.1585,0.4878,-60.1875,-83.1250,11.8125,SGN
2.0190,-0.1389,-0.2598,-0.5488,12.3780,-0.1829,,,,SGN
1.9900,-0.1343,-0.2449,-0.2439,10.7927,-0.2439,,,,SGN
1.9673,-0.1230,-0.2407,-0.4878,7.3780,-0.1220,,,,SGN
1.9797,-0.1165,-0.2542,-0.6098,3.2927,0.0610,,,,SGN
1.9937,-0.1448,-0.2873,-0.1829,0.4878,0.2439,,,,SGN
2.0391,-0.1548,-0.3052,0.4268,-0.9756,0.8232,,,,SGN
2.0159,-0.1531,-0.2944,1.2805,-0.9146,0.7927,,,,SGN
1.9920,-0.1510,-0.2897,1.7073,-3.0183,1.0976,,,,SGN
,,,,,,-59.8750,-82.0625,14.1875,SGN
2.0010,-0.1548,-0.2673,,,,,,,SGN
2.0054,-0.1514,-0.2542,1.6463,-3.4146,1.2805,,,,SGN
2.0073,-0.1384,-0.2407,1.4634,-4.0244,1.6463,,,,SGN
2.0095,-0.1404,-0.2549,1.2195,-3.2317,1.2805,,,,SGN
2.0259,-0.1433,-0.2532,0.9756,-3.0488,2.0122,,,,SGN
2.0139,-0.1450,-0.2402,0.3659,-2.8049,2.5000,,,,SGN
,,,0.2439,-2.3171,2.3171,,,,SGN
1.9863,-0.1406,-0.2480,0.3049,-2.0732,2.3171,,,,SGN
1.9692,-0.1445,-0.2678,-0.0610,-2.1341,2.4390,,,,SGN
1.9727,-0.1530,-0.2361,0.0610,-2.2561,2.3780,,,,SGN
1.9985,-0.1523,-0.2322,-0.0915,-1.2500,1.8902,,,,SGN
