TIMESTAMP,ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,UID
167127452225,-2.1980,-1.0683,0.5804,,,,,,,PP
167127452226,-1.6294,-0.6992,0.3687,,,,,,,PP
167127452228,-2.7220,-1.1143,0.6069,,,,,,,PP
167127452229,-1.8987,-0.7275,0.4224,,,,,,,PP
167127452231,-2.9103,-0.9905,0.6220,,,,,,,PP
167127452232,-2.0942,-0.5825,0.6675,,,,,,,PP
167127452234,-2.9266,-1.1121,0.8356,,,,,,,PP
167127452235,-1.9382,-0.7715,0.5269,,,,,,,PP
167127452237,-3.0310,-1.4409,0.9985,,,,,,,PP
167127452238,-2.2778,-1.0503,0.7002,,,,,,,PP
167127452240,-3.1250,-2.1797,1.1510,,,,,,,PP
167127452241,-2.3311,-1.5535,0.8760,,,,,,,PP
167127452243,-2.2478,-1.9148,0.6780,,,,,,,PP
167127452244,-3.1265,-2.4844,1.3176,,,,,,,PP
167127452246,-3.1950,-2.2933,0.9458,,,,,,,PP
167127452247,-2.0681,-1.3784,0.4761,,,,,,,PP
167127452248,-2.0222,-1.4104,0.4888,,,,,,,PP
167127452249,-2.0374,-1.3542,0.5876,,,,,,,PP
167127452252,-4.3605,-2.5257,0.7845,,,,,,,PP
167127452253,-2.4353,-1.1504,0.1746,,,,,,,PP
167127452254,-2.4446,-1.1584,0.2034,,,,,,,PP
167127452255,-2.4536,-1.3625,0.1108,,,,,,,PP
167127452256,-2.5276,-1.1819,0.2549,,,,,,,PP
167127452257,-2.4446,-1.2168,0.1602,,,,,,,PP
167127452258,-2.2205,-1.3699,0.1194,,,,,,,PP
167127452259,-2.0039,-1.2021,0.4668,,,,,,,PP
167127452260,-1.8376,-1.0933,0.2883,,,,,,,PP
167127452261,-1.7537,-1.1855,0.0129,,,,,,,PP
167127452262,-1.6123,-1.0950,0.1865,,,,,,,PP
167127452263,-1.4622,-1.1472,0.1421,,,,,,,PP
167127452264,-1.4363,-0.7737,0.3052,,,,,,,PP
167127452265,-1.3911,-0.9788,0.1536,,,,,,,PP
167127452266,-1.2588,-0.8694,0.1624,,,,,,,PP
167127452267,-1.3691,-1.0068,0.2466,,,,,,,PP
167127452268,-1.4646,-1.0271,0.3076,,,,,,,PP
167127452269,-1.3672,-0.9675,0.2603,,,,,,,PP
167127452270,-1.1643,-0.8762,0.2368,,,,,,,PP
167127452271,-1.0291,-0.7979,0.2612,,,,,,,PP
167127452272,-1.0051,-0.8057,0.2793,,,,,,,PP
167127452273,-1.0881,-0.8335,0.3071,,,,,,,PP
167127452275,-1.7874,-1.2982,0.4759,,,,,,,PP
167127452276,-1.2393,-0.8713,0.3364,,,,,,,PP
167127452277,-1.2239,-0.8535,0.3518,,,,,,,PP
167127452278,-1.2122,-0.8203,0.3506,,,,,,,PP
167127452279,-1.2156,-0.7974,0.3521,,,,,,,PP
167127452280,-1.2341,-0.7874,0.3682,,,,,,,PP
167127452281,-1.2834,-0.7871,0.3884,,,,,,,PP
167127452282,-1.3254,-0.7786,0.4014,,,,,,,PP
167127452283,-1.3364,-0.8027,0.4065,,,,,,,PP
167127452284,-1.3962,-0.8152,0.3999,,,,,,,PP
167127452285,-1.4951,-0.8508,0.3870,,,,,,,PP
167127452286,-1.5872,-0.8909,0.3826,,,,,,,PP
167127452287,-1.6912,-0.9521,0.3721,,,,,,,PP
167127452288,-1.8157,-1.0059,0.3604,,,,,,,PP
167127452289,-1.9509,-1.1035,0.4561,,,,,,,PP
167127452290,-2.0964,-1.1484,0.4683,,,,,,,PP
167127452291,-2.0581,-1.2612,0.4224,,,,,,,PP
167127452293,-2.0432,-1.3035,0.4744,,,,,,,PP
167127452294,-3.0128,-2.0159,0.8053,,,,,,,PP
167127452295,-1.9624,-1.4646,0.5464,,,,,,,PP
167127452296,-2.0410,-1.4451,0.5359,,,,,,,PP
167127452297,-1.8289,-1.5435,0.5867,,,,,,,PP
167127452298,-1.7444,-1.8188,0.5767,,,,,,,PP
167127452299,-1.8887,-1.4727,0.8542,,,,,,,PP
167127452300,-2.0330,-1.4722,0.8416,,,,,,,PP
167127452301,-2.1560,-1.5522,0.4395,,,,,,,PP
167127452302,-2.3477,-1.3323,0.8242,,,,,,,PP
167127452303,-2.7141,-0.5566,1.4944,,,,,,,PP
167127452304,-2.5881,-0.1548,1.3936,,,,,,,PP
167127452305,-2.3242,-0.2214,0.5115,,,,,,,PP
167127452306,-3.1693,-1.4379,0.2554,,,,,,,PP
167127452308,-2.0337,-0.8435,0.9353,,,,,,,PP
167127452309,-3.2309,-1.4268,0.6407,,,,,,,PP
167127452311,-2.2747,-0.8862,0.4485,,,,,,,PP
167127452312,-3.5299,-1.4432,0.2551,,,,,,,PP
167127452314,-2.5090,-1.1528,0.1360,,,,,,,PP
167127452315,-3.5857,-1.6471,0.1857,,,,,,,PP
167127452317,-2.1926,-1.0127,0.0774,,,,,,,PP
167127452318,-3.0201,-1.5217,0.1540,,,,,,,PP
167127452320,-1.8684,-0.9438,0.0164,,,,,,,PP
167127452321,-2.4647,-1.5967,0.3165,,,,,,,PP
167127452323,-1.7327,-1.2461,0.0457,,,,,,,PP
167127452324,-1.7722,-1.0938,0.2725,,,,,,,PP
167127452327,-3.2800,-2.2523,0.4534,,,,,,,PP
167127452328,-2.0621,-1.4812,0.2986,,,,,,,PP
167127452330,-2.0008,-1.4207,0.3855,,,,,,,PP
167127452331,-1.2842,-0.8708,0.2563,,,,,,,PP
167127452333,-1.9573,-1.2630,0.4359,,,,,,,PP
167127452334,-1.3450,-0.8164,0.2903,,,,,,,PP
167127452336,-2.0575,-1.1839,0.4692,,,,,,,PP
167127452337,-1.4180,-0.7783,0.3274,,,,,,,PP
167127452339,-2.1556,-1.1457,0.5008,,,,,,,PP
167127452340,-1.4644,-0.7373,0.3350,,,,,,,PP
167127452342,-2.2885,-1.1069,0.4967,,,,,,,PP
167127452344,-1.6685,-0.7620,0.3215,,,,,,,PP
167127452345,-2.7381,-1.2217,0.4671,,,,,,,PP
167127452346,-1.9824,-0.8733,0.3098,,,,,,,PP
167127452348,-3.0474,-1.3854,0.4128,,,,,,,PP
167127452349,-2.1216,-0.9893,0.2488,,,,,,,PP
167127452351,-3.2260,-1.4727,0.6874,,,,,,,PP
167127452352,-2.3572,-1.2512,0.3120,,,,,,,PP
167127452354,-3.6175,-1.9308,0.8717,,,,,,,PP
167127452355,-1.4734,-1.6833,1.8818,,,,,,,PP
167127452357,-2.7388,-3.4912,0.9665,,,,,,,PP
167127452358,-1.4458,-2.1511,1.1709,,,,,,,PP
167127452360,-2.8277,-2.5686,1.6156,,,,,,,PP
167127452361,-2.6367,-1.2358,0.4766,,,,,,,PP
167127452362,-2.8640,-0.8562,0.6843,,,,,,,PP
167127452364,-4.1821,-1.1257,0.7197,,,,,,,PP
167127452366,-3.8332,-1.0063,0.6611,,,,,,,PP
167127452367,-2.2468,-0.7483,0.2900,,,,,,,PP
167127452368,-2.0930,-0.7170,0.1965,,,,,,,PP
167127452370,-2.9362,-1.1626,0.1874,,,,,,,PP
167127452371,-1.2744,-0.9221,0.6777,,,,,,,PP
167127452372,-1.3801,-1.0632,0.5881,,,,,,,PP
167127452373,-1.8787,-1.4111,-0.3298,,,,,,,PP
167127452374,-1.8997,-1.2632,0.3040,,,,,,,PP
167127452375,-1.8579,-1.4438,0.2153,,,,,,,PP
167127452376,-1.6646,-1.0317,0.3630,,,,,,,PP
167127452377,-1.6277,-0.9670,0.0708,,,,,,,PP
167127452378,-1.4458,-1.1658,0.0122,,,,,,,PP
167127452379,-1.3206,-1.0786,0.4270,,,,,,,PP
167127452380,-1.3899,-1.1494,0.2502,,,,,,,PP
167127452381,-1.3184,-1.0010,0.2261,,,,,,,PP
167127452382,-1.3079,-1.0166,0.1987,,,,,,,PP
167127452383,-1.3406,-1.0134,0.1953,,,,,,,PP
167127452384,-1.3472,-0.9265,0.2471,,,,,,,PP
167127452385,-1.3545,-0.8657,0.3069,,,,,,,PP
167127452386,-1.3167,-0.8748,0.2905,,,,,,,PP
167127452387,-1.2454,-0.8284,0.3306,,,,,,,PP
167127452388,-1.2068,-0.8218,0.3250,,,,,,,PP
167127452389,-1.2026,-0.8057,0.3647,,,,,,,PP
167127452390,-1.2661,-0.7786,0.3689,,,,,,,PP
167127452391,-1.3174,-0.8018,0.3352,,,,,,,PP
167127452392,-1.3542,-0.7588,0.3572,,,,,,,PP
167127452393,-1.4214,-0.7441,0.3350,,,,,,,PP
167127452395,-2.3220,-1.1805,0.4860,,,,,,,PP
167127452396,-1.7725,-0.8801,0.3293,,,,,,,PP
167127452397,-1.9028,-0.9387,0.3264,,,,,,,PP
167127452399,-3.0486,-1.3988,0.5733,,,,,,,PP
167127452400,-2.1228,-1.0618,0.3469,,,,,,,PP
167127452401,-1.9919,-1.1792,0.4246,,,,,,,PP
167127452402,-2.0444,-1.0601,0.5845,,,,,,,PP
167127452403,-2.1375,-1.2388,0.4087,,,,,,,PP
167127452404,-1.6970,-1.1787,1.4653,,,,,,,PP
167127452405,-1.6772,-1.5371,1.3276,,,,,,,PP
167127452406,-1.9707,-2.0662,0.5813,,,,,,,PP
167127452407,-1.8745,-1.9131,1.5059,,,,,,,PP
167127452408,-2.2532,-1.7805,1.3232,,,,,,,PP
167127452409,-2.4983,-1.3301,0.6216,,,,,,,PP
167127452410,-2.6689,-0.8979,0.4949,,,,,,,PP
167127452411,-2.7542,-0.8477,0.9072,,,,,,,PP
167127452412,-2.4590,-1.1433,0.9727,,,,,,,PP
167127452413,-2.3501,-1.0090,0.6921,,,,,,,PP
167127452414,-3.4042,-1.3085,0.9949,,,,,,,PP
167127452416,-2.0701,-0.8320,0.5515,,,,,,,PP
167127452417,-2.8468,-1.3069,0.4567,,,,,,,PP
167127452419,-1.6462,-0.9976,0.4150,,,,,,,PP
167127452420,-1.9250,-1.2703,0.2561,,,,,,,PP
167127452421,-1.9956,-1.2910,-0.0295,,,,,,,PP
167127452422,-2.0564,-1.0964,-0.0593,,,,,,,PP
167127452423,-1.8455,-1.3323,-0.0037,,,,,,,PP
167127452424,-1.6172,-1.2563,0.4370,,,,,,,PP
167127452426,-2.1408,-1.9938,0.8913,,,,,,,PP
167127452428,-2.1336,-1.8035,0.2549,,,,,,,PP
