ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ
-0.02587890625,-0.070556640625,-0.979248046875,0.0,0.0,0.0
-0.0263671875,-0.0712890625,-0.98779296875,0.060975611209869385,0.4268292784690857,0.12195122241973877
-0.02587890625,-0.071533203125,-0.986572265625,-0.060975611209869385,-0.12195122241973877,-0.060975611209869385
-0.02587890625,-0.071533203125,-0.9853515625,0.060975611209869385,-0.18292683362960815,0.060975611209869385
-0.025634765625,-0.0703125,-0.98828125,0.18292683362960815,-0.18292683362960815,0.0
-0.02392578125,-0.0693359375,-0.986572265625,-0.060975611209869385,-0.12195122241973877,0.12195122241973877
-0.02490234375,-0.071044921875,-0.986328125,-0.12195122241973877,-0.24390244483947754,0.060975611209869385
-0.02587890625,-0.0712890625,-0.985595703125,0.060975611209869385,-0.12195122241973877,0.0
-0.024658203125,-0.072021484375,-0.986328125,-0.060975611209869385,-0.18292683362960815,-0.060975611209869385
-0.025390625,-0.07080078125,-0.9853515625,0.060975611209869385,-0.12195122241973877,0.060975611209869385
-0.025146484375,-0.070556640625,-0.98583984375,-0.12195122241973877,-0.12195122241973877,0.060975611209869385
-0.025146484375,-0.0712890625,-0.986083984375,0.0,-0.18292683362960815,0.12195122241973877
-0.026611328125,-0.069091796875,-0.9853515625,0.0,0.0,-0.060975611209869385
-0.0263671875,-0.071533203125,-0.985595703125,0.0,-0.18292683362960815,-0.060975611209869385
-0.02587890625,-0.070556640625,-0.9853515625,-0.060975611209869385,-0.060975611209869385,0.060975611209869385
-0.02587890625,-0.07275390625,-0.9873046875,-0.060975611209869385,-0.12195122241973877,0.0
-0.0263671875,-0.072265625,-0.987060546875,0.12195122241973877,-0.12195122241973877,0.060975611209869385
-0.02587890625,-0.0693359375,-0.986572265625,0.0,-0.12195122241973877,0.18292683362960815
-0.02392578125,-0.072021484375,-0.98583984375,0.060975611209869385,-0.24390244483947754,-0.060975611209869385
-0.025146484375,-0.071533203125,-0.9853515625,-0.060975611209869385,0.0,0.060975611209869385
-0.025146484375,-0.07080078125,-0.9853515625,0.0,-0.12195122241973877,-0.060975611209869385
-0.025390625,-0.071533203125,-0.987060546875,0.060975611209869385,-0.12195122241973877,0.0
-0.0244140625,-0.072265625,-0.986328125,-0.060975611209869385,-0.060975611209869385,-0.12195122241973877
-0.024658203125,-0.071533203125,-0.986083984375,0.060975611209869385,0.0,-0.060975611209869385
-0.02587890625,-0.072021484375,-0.986328125,0.060975611209869385,-0.24390244483947754,0.0
-0.026123046875,-0.0712890625,-0.985107421875,-0.060975611209869385,0.060975611209869385,0.060975611209869385
-0.0263671875,-0.071044921875,-0.984130859375,0.0,-0.12195122241973877,0.0
-0.026123046875,-0.071533203125,-0.98681640625,0.12195122241973877,-0.18292683362960815,0.12195122241973877
-0.02587890625,-0.071044921875,-0.986572265625,0.0,-0.18292683362960815,0.060975611209869385
-0.025634765625,-0.071044921875,-0.98779296875,-0.060975611209869385,-0.12195122241973877,0.12195122241973877
-0.026611328125,-0.072509765625,-0.986572265625,-0.060975611209869385,-0.060975611209869385,0.12195122241973877
-0.026611328125,-0.072021484375,-0.988525390625,0.0,-0.18292683362960815,0.060975611209869385
-0.026123046875,-0.0712890625,-0.986083984375,0.060975611209869385,-0.12195122241973877,0.0
-0.025146484375,-0.070068359375,-0.985595703125,0.060975611209869385,-0.18292683362960815,0.12195122241973877
-0.024169921875,-0.071044921875,-0.98681640625,-0.060975611209869385,-0.12195122241973877,0.0
-0.02685546875,-0.0712890625,-0.986083984375,0.060975611209869385,-0.12195122241973877,-0.060975611209869385
-0.026123046875,-0.071533203125,-0.98681640625,0.060975611209869385,-0.18292683362960815,0.12195122241973877
-0.025390625,-0.071044921875,-0.98486328125,0.0,-0.12195122241973877,0.060975611209869385
-0.02587890625,-0.07080078125,-0.985107421875,0.060975611209869385,-0.18292683362960815,0.060975611209869385
-0.025634765625,-0.070068359375,-0.987060546875,0.18292683362960815,-0.18292683362960815,-0.060975611209869385
-0.024658203125,-0.071533203125,-0.9853515625,0.0,-0.12195122241973877,0.0
-0.02490234375,-0.071533203125,-0.986083984375,0.060975611209869385,-0.12195122241973877,0.12195122241973877
-0.025390625,-0.072021484375,-0.9853515625,-0.060975611209869385,-0.060975611209869385,0.060975611209869385
-0.02490234375,-0.071533203125,-0.986328125,-0.060975611209869385,-0.18292683362960815,0.12195122241973877
-0.025634765625,-0.07080078125,-0.98486328125,0.0,-0.060975611209869385,0.12195122241973877
-0.024658203125,-0.0732421875,-0.985595703125,0.0,-0.18292683362960815,-0.060975611209869385
-0.02490234375,-0.071533203125,-0.985107421875,0.060975611209869385,-0.18292683362960815,0.060975611209869385
-0.02685546875,-0.07080078125,-0.984619140625,-0.12195122241973877,-0.12195122241973877,0.0
-0.025634765625,-0.0712890625,-0.98583984375,0.060975611209869385,-0.18292683362960815,0.12195122241973877
-0.02587890625,-0.07275390625,-0.98486328125,0.060975611209869385,-0.12195122241973877,0.0
-0.02587890625,-0.0703125,-0.985595703125,0.060975611209869385,0.0,-0.12195122241973877
-0.025146484375,-0.070556640625,-0.986328125,0.0,-0.060975611209869385,0.0
-0.025390625,-0.070556640625,-0.9853515625,0.0,-0.18292683362960815,0.060975611209869385
-0.0263671875,-0.07080078125,-0.987060546875,0.0,-0.060975611209869385,0.12195122241973877
-0.02587890625,-0.071044921875,-0.98681640625,0.060975611209869385,-0.12195122241973877,0.060975611209869385
-0.025146484375,-0.071044921875,-0.985595703125,0.0,-0.060975611209869385,-0.18292683362960815
-0.026123046875,-0.072021484375,-0.985107421875,0.060975611209869385,-0.12195122241973877,0.060975611209869385
-0.0263671875,-0.0712890625,-0.984619140625,-0.060975611209869385,-0.12195122241973877,0.0
-0.0263671875,-0.07177734375,-0.987060546875,0.060975611209869385,-0.060975611209869385,0.060975611209869385
-0.02734375,-0.0712890625,-0.984375,0.060975611209869385,-0.060975611209869385,0.0
