ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,UID
-0.8313,-2.0562,0.2930,,,,,,,PP
-0.8598,-1.8621,0.3401,,,,,,,PP
-1.2699,-1.8489,0.5608,,,,,,,PP
-1.4116,-1.8855,0.9993,,,,,,,PP
-1.5505,-2.0806,1.3389,,,,,,,PP
-1.6438,-2.0396,1.8958,,,,,,,PP
-1.6069,-1.5637,1.2017,,,,,,,PP
-1.6094,-1.6182,0.2422,,,,,,,PP
-1.3442,-1.2280,0.3220,,,,,,,PP
-1.3450,-1.1709,0.6733,,,,,,,PP
-1.4004,-1.0588,0.5903,,,,,,,PP
-1.4680,-0.9722,0.0959,,,,,,,PP
-1.2292,-0.9976,0.6377,,,,,,,PP
-0.9729,-1.1277,0.8472,,,,,,,PP
-1.0430,-1.0752,0.6025,,,,,,,PP
-1.4402,-1.1817,0.4689,,,,,,,PP
-1.3804,-1.2163,0.6921,,,,,,,PP
-1.2736,-1.2269,0.6882,,,,,,,PP
-1.4392,-1.3728,0.6731,,,,,,,PP
-1.3333,-1.4792,0.5007,,,,,,,PP
-1.1484,-1.5654,0.8386,,,,,,,PP
-0.6333,-1.6194,2.0400,,,,,,,PP
-1.2297,-2.2781,0.6663,,,,,,,PP
-0.9103,-1.8770,0.7086,,,,,,,PP
-1.4995,-1.3442,1.2512,,,,,,,PP
-1.7450,-1.3773,0.9629,,,,,,,PP
-1.6943,-1.3264,0.6470,,,,,,,PP
-1.8936,-1.2563,0.7909,,,,,,,PP
-2.2122,-1.2151,0.5732,,,,,,,PP
-2.2462,-1.2833,0.5085,,,,,,,PP
-2.1086,-1.2153,0.5996,,,,,,,PP
-1.9845,-1.0682,0.4446,,,,,,,PP
-1.5332,-0.8865,0.3970,,,,,,,PP
-1.2865,-0.9510,1.1330,,,,,,,PP
-1.4993,-1.1306,1.0576,,,,,,,PP
-1.3108,-1.3045,0.9522,,,,,,,PP
-1.2585,-1.1819,1.3030,,,,,,,PP
-1.2024,-1.2475,0.9858,,,,,,,PP
-1.2185,-1.2642,1.1003,,,,,,,PP
-1.1989,-1.3258,1.1294,,,,,,,PP
-0.9065,-1.2039,1.0562,,,,,,,PP
-0.7637,-1.0474,1.0437,,,,,,,PP
-0.7036,-1.0930,0.8982,,,,,,,PP
-1.1833,-1.1426,0.7988,,,,,,,PP
-1.4001,-1.0254,0.7603,,,,,,,PP
-1.0635,-0.9790,0.6392,,,,,,,PP
-0.5820,-0.6710,0.7131,,,,,,,PP
-0.4331,-0.6895,0.6985,,,,,,,PP
-0.4453,-0.9480,0.6355,,,,,,,PP
-0.1497,-0.9234,0.7875,,,,,,,PP
0.0369,-0.9397,0.7573,,,,,,,PP
-0.3466,-0.8488,0.7158,,,,,,,PP
-0.9773,-0.9785,0.6477,,,,,,,PP
-0.9212,-0.9309,0.5507,,,,,,,PP
-0.7231,-0.6736,0.6951,,,,,,,PP
-0.7437,-0.7712,0.5942,,,,,,,PP
-0.8862,-0.8083,0.5527,,,,,,,PP
-1.1911,-0.8337,0.8396,,,,,,,PP
-1.2266,-1.1968,1.8145,,,,,,,PP
-1.1577,-0.9170,1.4868,,,,,,,PP
-1.3582,-1.0068,1.1196,,,,,,,PP
-1.7375,-1.0442,0.9915,,,,,,,PP
-1.8408,-0.9866,1.0730,,,,,,,PP
-1.8884,-0.9663,1.0339,,,,,,,PP
-2.0398,-0.9911,1.0598,,,,,,,PP
-2.1362,-0.9614,1.1392,,,,,,,PP
-2.0559,-1.0674,1.1587,,,,,,,PP
-1.9614,-1.1094,1.0947,,,,,,,PP
-1.9109,-1.0437,1.0042,,,,,,,PP
-1.8931,-1.0598,0.8918,,,,,,,PP
-1.9703,-1.1058,0.8254,,,,,,,PP
-2.1421,-1.0427,0.8958,,,,,,,PP
-2.1326,-0.9370,0.9473,,,,,,,PP
-2.0835,-0.8960,0.9341,,,,,,,PP
-2.0693,-0.7783,0.9194,,,,,,,PP
-2.0117,-0.7024,0.8101,,,,,,,PP
-1.9351,-0.7615,0.6565,,,,,,,PP
-1.9072,-0.9224,0.6448,,,,,,,PP
-2.0195,-1.0725,0.5759,,,,,,,PP
-2.1365,-1.2283,0.3828,,,,,,,PP
