ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,UID
-1.4897,-1.1167,0.4006,,,,,,,PP
-1.5498,-1.4004,-0.0378,,,,,,,PP
-1.4509,-1.2744,0.5204,,,,,,,PP
-1.4797,-1.3164,0.3989,,,,,,,PP
-1.6897,-1.1942,0.2293,,,,,,,PP
-1.5325,-0.9995,0.2507,,,,,,,PP
-1.4556,-0.8974,0.2072,,,,,,,PP
-1.4658,-0.8960,0.2549,,,,,,,PP
-1.4264,-0.8444,0.2613,,,,,,,PP
-1.4443,-0.7856,0.2864,,,,,,,PP
-1.4933,-0.7252,0.2554,,,,,,,PP
-1.5098,-0.7249,0.2705,,,,,,,PP
-1.5454,-0.7631,0.3122,,,,,,,PP
-1.5840,-0.7766,0.3542,,,,,,,PP
-1.6824,-0.8015,0.3787,,,,,,,PP
-1.8040,-0.8628,0.3970,,,,,,,PP
-1.9058,-0.8875,0.4121,,,,,,,PP
-1.9885,-0.9580,0.3428,,,,,,,PP
-2.0215,-1.0325,0.3918,,,,,,,PP
-2.1118,-1.1296,0.4578,,,,,,,PP
-1.9812,-1.2922,1.3877,,,,,,,PP
-1.8633,-1.4465,1.0483,,,,,,,PP
-1.6655,-1.7656,1.1169,,,,,,,PP
-1.7495,-1.5112,1.1716,,,,,,,PP
-2.0464,-1.0652,0.6086,,,,,,,PP
-2.1077,-1.1052,0.6377,,,,,,,PP
-2.0771,-1.1804,0.7373,,,,,,,PP
-2.0908,-1.1819,0.9163,,,,,,,PP
-1.9868,-1.1755,0.9473,,,,,,,PP
-1.9285,-1.0061,0.7720,,,,,,,PP
-1.9476,-0.8962,0.6757,,,,,,,PP
-1.9861,-0.9104,0.5999,,,,,,,PP
-2.0054,-0.9009,0.5171,,,,,,,PP
-1.9780,-0.9099,0.3801,,,,,,,PP
-1.8806,-1.0405,0.3577,,,,,,,PP
-1.7507,-0.9839,0.2456,,,,,,,PP
-1.6111,-1.0471,0.0701,,,,,,,PP
-1.4805,-1.0962,0.3528,,,,,,,PP
-1.6704,-1.2974,0.5352,,,,,,,PP
-1.7285,-1.3191,0.3064,,,,,,,PP
-1.2261,-1.1848,0.2844,,,,,,,PP
-1.3311,-1.2061,0.5806,,,,,,,PP
-1.6638,-1.2737,0.2915,,,,,,,PP
-1.5833,-1.0645,0.1279,,,,,,,PP
-1.3152,-0.8809,0.2639,,,,,,,PP
-1.2173,-0.8352,0.2385,,,,,,,PP
-1.2651,-0.8059,0.2231,,,,,,,PP
-1.3608,-0.7644,0.1887,,,,,,,PP
-1.4658,-0.8049,0.1814,,,,,,,PP
-1.5378,-0.7937,0.2161,,,,,,,PP
-1.5408,-0.8020,0.2197,,,,,,,PP
-1.5520,-0.7227,0.2427,,,,,,,PP
-1.5752,-0.6868,0.2051,,,,,,,PP
-1.6257,-0.6733,0.2290,,,,,,,PP
-1.7302,-0.6699,0.2913,,,,,,,PP
-1.8232,-0.7271,0.3167,,,,,,,PP
-1.8555,-0.7395,0.3481,,,,,,,PP
-1.9142,-0.7810,0.3921,,,,,,,PP
-1.9773,-0.8806,0.4734,,,,,,,PP
-1.9475,-1.0503,1.2959,,,,,,,PP
-1.8198,-1.2251,1.0417,,,,,,,PP
-1.8066,-1.6721,1.2050,,,,,,,PP
-2.2229,-1.2134,0.9656,,,,,,,PP
-2.3300,-1.1230,0.6618,,,,,,,PP
-2.1373,-1.1742,1.1879,,,,,,,PP
-2.2291,-0.9235,0.5555,,,,,,,PP
-1.9946,-0.6306,0.4587,,,,,,,PP
-1.7290,-0.5081,0.4529,,,,,,,PP
-1.7141,-0.7346,0.3703,,,,,,,PP
-1.5398,-0.8738,0.1328,,,,,,,PP
-1.3942,-1.0466,0.1766,,,,,,,PP
-1.6550,-1.1111,0.2725,,,,,,,PP
-1.5544,-1.4214,0.4074,,,,,,,PP
-1.6938,-1.1729,0.3066,,,,,,,PP
-2.1033,-1.3965,0.3540,,,,,,,PP
-1.8613,-1.2412,0.2001,,,,,,,PP
-1.4285,-0.9764,0.2838,,,,,,,PP
-1.4351,-0.8523,0.3821,,,,,,,PP
-1.4245,-0.7353,0.1942,,,,,,,PP
-1.4170,-0.6882,0.2727,,,,,,,PP
-1.5117,-0.6534,0.2478,,,,,,,PP
