ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,UID
-1.8651,-0.6172,0.3922,,,,,,,PP
-1.8284,-0.7693,0.4082,,,,,,,PP
-1.5793,-0.8955,0.2661,,,,,,,PP
-1.4917,-1.0117,0.2893,,,,,,,PP
-1.4303,-1.0490,0.2752,,,,,,,PP
-1.6018,-1.1824,0.2238,,,,,,,PP
-1.5181,-1.3350,0.4712,,,,,,,PP
-1.5354,-0.8259,0.2493,,,,,,,PP
-1.6569,-1.0676,0.2009,,,,,,,PP
-1.6450,-0.9661,0.1091,,,,,,,PP
-1.5034,-0.9375,0.0728,,,,,,,PP
-1.3745,-0.8351,0.4148,,,,,,,PP
-1.5130,-0.7724,0.1017,,,,,,,PP
-1.5278,-0.7739,0.1521,,,,,,,PP
-1.6471,-0.7401,0.2089,,,,,,,PP
-1.7231,-0.6880,0.1604,,,,,,,PP
-1.7547,-0.6948,0.1693,,,,,,,PP
-1.8264,-0.6836,0.2415,,,,,,,PP
-1.9292,-0.7080,0.2428,,,,,,,PP
-1.8867,-0.7170,0.3179,,,,,,,PP
-2.1187,-0.7089,0.4603,,,,,,,PP
-2.1665,-0.8225,1.0386,,,,,,,PP
-1.9446,-0.9666,0.9133,,,,,,,PP
-2.0188,-1.0806,0.9172,,,,,,,PP
-2.2281,-0.8205,0.5909,,,,,,,PP
-2.2295,-0.9263,0.7693,,,,,,,PP
-2.1975,-1.1052,0.7073,,,,,,,PP
-2.1287,-1.0217,0.7925,,,,,,,PP
-2.1063,-1.0736,0.6062,,,,,,,PP
-2.0647,-0.7383,0.3577,,,,,,,PP
-1.9229,-0.6819,0.4287,,,,,,,PP
-1.8701,-0.7358,0.4016,,,,,,,PP
-1.8398,-0.7559,0.2405,,,,,,,PP
-1.7402,-0.8862,0.2771,,,,,,,PP
-1.5396,-0.8044,0.3020,,,,,,,PP
-1.5193,-1.0183,0.3073,,,,,,,PP
-1.7759,-1.1826,0.2083,,,,,,,PP
-1.7483,-0.9558,0.1011,,,,,,,PP
-1.5925,-1.0093,0.0703,,,,,,,PP
-1.5366,-0.8435,0.0535,,,,,,,PP
-1.4819,-0.9741,0.0837,,,,,,,PP
-1.4216,-1.0037,0.2261,,,,,,,PP
-1.3750,-0.9475,0.3691,,,,,,,PP
-1.5894,-0.9697,0.0020,,,,,,,PP
-1.7131,-1.0037,0.1892,,,,,,,PP
-1.7507,-0.9785,0.1865,,,,,,,PP
-1.7549,-0.9402,0.1255,,,,,,,PP
-1.6626,-0.8767,0.0950,,,,,,,PP
-1.5859,-0.7900,0.1519,,,,,,,PP
-1.6350,-0.7729,0.0435,,,,,,,PP
-1.5818,-0.7290,0.2485,,,,,,,PP
-1.5710,-0.7429,0.2126,,,,,,,PP
-1.5896,-0.6899,0.1724,,,,,,,PP
-1.6196,-0.6663,0.2185,,,,,,,PP
-1.6902,-0.6550,0.1541,,,,,,,PP
-1.7651,-0.6133,0.1455,,,,,,,PP
-1.9666,-0.5110,0.2305,,,,,,,PP
-2.0869,-0.5046,0.2917,,,,,,,PP
-2.1675,-0.6985,0.3899,,,,,,,PP
-2.4143,-0.7329,0.7563,,,,,,,PP
-2.2256,-0.6562,1.0430,,,,,,,PP
-2.1624,-0.8254,0.7839,,,,,,,PP
-1.8201,-0.8184,1.1660,,,,,,,PP
-1.8704,-0.3130,1.3142,,,,,,,PP
-2.3640,-0.4995,0.6458,,,,,,,PP
-2.5872,-0.5122,0.5054,,,,,,,PP
-2.2530,-0.9879,0.7586,,,,,,,PP
-2.1689,-0.8174,0.8997,,,,,,,PP
-2.2305,-0.9351,0.4612,,,,,,,PP
-1.9924,-0.7871,0.2305,,,,,,,PP
-2.1914,-0.5791,0.3623,,,,,,,PP
-1.9883,-0.5745,0.2410,,,,,,,PP
-1.6694,-0.6682,0.3755,,,,,,,PP
-1.5913,-0.7849,0.4241,,,,,,,PP
-1.5312,-0.9097,0.1973,,,,,,,PP
-1.4536,-1.0447,0.2695,,,,,,,PP
-1.4536,-1.0464,0.2136,,,,,,,PP
-1.5815,-1.1089,0.2251,,,,,,,PP
-1.6966,-1.0097,0.1663,,,,,,,PP
-1.8848,-1.0674,0.1941,,,,,,,PP
-1.9066,-1.2246,0.1437,,,,,,,PP
-1.5396,-1.0662,0.4089,,,,,,,PP
-1.4333,-0.9963,0.2486,,,,,,,PP
