ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,UID
-2.3042,-0.9666,0.8694,,,,,,,PP
-2.4171,-0.9544,0.8406,,,,,,,PP
-2.3191,-0.8176,0.7852,,,,,,,PP
-2.2268,-0.8191,0.7625,,,,,,,PP
-2.1455,-0.8296,0.7034,,,,,,,PP
-2.0886,-0.8418,0.6294,,,,,,,PP
-2.0420,-0.9315,0.4965,,,,,,,PP
-1.9973,-1.0061,0.3455,,,,,,,PP
-1.9089,-1.0603,0.3506,,,,,,,PP
-1.8262,-1.1377,0.1431,,,,,,,PP
-1.4795,-1.0347,0.0679,,,,,,,PP
-1.7001,-1.3790,0.3038,,,,,,,PP
-1.3364,-1.2595,0.3438,,,,,,,PP
-1.1968,-1.3484,0.2251,,,,,,,PP
-1.1753,-1.2932,0.5789,,,,,,,PP
-1.4490,-1.3049,0.2156,,,,,,,PP
-1.3586,-1.2219,0.2166,,,,,,,PP
-1.0977,-1.0376,0.2056,,,,,,,PP
-1.0408,-0.8906,0.1575,,,,,,,PP
-1.1394,-0.8472,0.1665,,,,,,,PP
-1.2339,-0.8960,0.2190,,,,,,,PP
-1.2703,-0.9404,0.1997,,,,,,,PP
-1.3191,-0.9775,0.2686,,,,,,,PP
-1.3574,-0.9099,0.2981,,,,,,,PP
-1.4312,-0.8313,0.2676,,,,,,,PP
-1.6597,-0.7780,0.2798,,,,,,,PP
-1.8563,-0.8112,0.3429,,,,,,,PP
-1.7449,-0.7981,0.4360,,,,,,,PP
-1.7976,-0.8132,0.3577,,,,,,,PP
-1.7693,-0.8591,0.4036,,,,,,,PP
-1.7712,-0.8535,0.4905,,,,,,,PP
-1.8428,-0.9468,0.3882,,,,,,,PP
-1.8369,-1.0820,0.5686,,,,,,,PP
-1.7097,-1.0881,1.0422,,,,,,,PP
-1.6689,-1.5171,0.5996,,,,,,,PP
-1.4270,-1.5356,1.3003,,,,,,,PP
-1.7573,-1.6013,1.1689,,,,,,,PP
-2.0667,-1.8638,0.6179,,,,,,,PP
-2.0417,-1.2585,0.8564,,,,,,,PP
-2.2456,-1.0317,0.8511,,,,,,,PP
-2.3118,-1.2761,0.6956,,,,,,,PP
-2.3018,-1.0869,0.8176,,,,,,,PP
-2.2246,-1.0500,0.7148,,,,,,,PP
-2.0303,-1.0437,0.7795,,,,,,,PP
-1.9180,-0.9109,0.7869,,,,,,,PP
-1.8483,-0.9028,0.6673,,,,,,,PP
-1.8628,-0.8979,0.5396,,,,,,,PP
-1.8616,-0.8877,0.4658,,,,,,,PP
-1.8511,-0.9038,0.3813,,,,,,,PP
-1.8374,-0.9277,0.2471,,,,,,,PP
-1.7881,-1.1116,0.1675,,,,,,,PP
-1.5637,-1.0994,0.4919,,,,,,,PP
-1.5315,-1.1868,0.4873,,,,,,,PP
-1.5708,-1.3525,0.1174,,,,,,,PP
-1.4521,-1.0857,0.5803,,,,,,,PP
-1.7395,-1.3186,0.1885,,,,,,,PP
-1.6733,-1.2722,0.3171,,,,,,,PP
-1.4010,-1.1150,0.3199,,,,,,,PP
-1.2993,-1.0044,0.1313,,,,,,,PP
-1.3630,-0.8992,0.2244,,,,,,,PP
-1.5074,-0.8160,0.2505,,,,,,,PP
-1.5591,-0.7620,0.2651,,,,,,,PP
-1.5388,-0.7568,0.3108,,,,,,,PP
-1.5164,-0.7437,0.3491,,,,,,,PP
-1.5364,-0.7366,0.3713,,,,,,,PP
-1.6347,-0.7327,0.3727,,,,,,,PP
-1.7612,-0.8452,0.4065,,,,,,,PP
-1.7656,-0.9527,0.4265,,,,,,,PP
-1.8201,-1.0508,0.4556,,,,,,,PP
-1.7935,-1.2752,0.6842,,,,,,,PP
-1.6543,-1.5393,0.8860,,,,,,,PP
-1.6713,-1.7115,1.0074,,,,,,,PP
-1.9536,-1.4268,0.7671,,,,,,,PP
-2.1339,-1.1361,0.7310,,,,,,,PP
-2.0383,-1.1195,0.9245,,,,,,,PP
-1.9631,-1.0464,0.6108,,,,,,,PP
-1.8443,-0.8249,0.6470,,,,,,,PP
-1.7290,-0.9019,0.5530,,,,,,,PP
-1.6248,-0.9425,0.3842,,,,,,,PP
-1.5681,-1.0366,0.1069,,,,,,,PP
