ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,UID
-2.3188,-1.4158,0.2830,,,,,,,PP
-2.4463,-1.5569,0.2202,,,,,,,PP
-2.5754,-1.6577,0.1062,,,,,,,PP
-2.4587,-1.8506,0.0867,,,,,,,PP
-2.2046,-1.8965,0.0813,,,,,,,PP
-2.4805,-1.8411,0.1873,,,,,,,PP
-2.6006,-1.9099,0.1565,,,,,,,PP
-2.3582,-1.8669,0.1863,,,,,,,PP
-2.1846,-1.7117,0.2791,,,,,,,PP
-2.2822,-1.6653,0.2017,,,,,,,PP
-2.3108,-1.6418,0.1519,,,,,,,PP
-2.1697,-1.5676,0.1978,,,,,,,PP
-2.0183,-1.5100,0.2104,,,,,,,PP
-1.9614,-1.4417,0.1985,,,,,,,PP
-1.9065,-1.4155,0.2046,,,,,,,PP
-1.8245,-1.3340,0.1829,,,,,,,PP
-1.6541,-1.4304,0.1292,,,,,,,PP
-1.5596,-1.4219,0.3811,,,,,,,PP
-1.5298,-1.1995,0.5488,,,,,,,PP
-1.5955,-1.3125,0.3613,,,,,,,PP
-1.7053,-1.3022,0.2815,,,,,,,PP
-1.5071,-1.0903,0.3967,,,,,,,PP
-1.1521,-0.8167,0.4600,,,,,,,PP
-0.9775,-0.7102,0.5122,,,,,,,PP
-0.9673,-0.6948,0.5862,,,,,,,PP
-0.9016,-0.7720,0.5767,,,,,,,PP
-0.7969,-0.7485,0.5103,,,,,,,PP
-0.6857,-0.6695,0.4319,,,,,,,PP
-0.6184,-0.7231,0.2549,,,,,,,PP
-0.3653,-0.8689,0.2520,,,,,,,PP
-0.0881,-0.9028,0.2947,,,,,,,PP
-0.0811,-0.8944,0.5064,,,,,,,PP
-0.3059,-0.9788,0.6052,,,,,,,PP
-0.6821,-1.1433,0.3545,,,,,,,PP
-0.6063,-0.8838,0.5049,,,,,,,PP
-0.6914,-0.8467,0.4167,,,,,,,PP
-0.8562,-0.8040,0.4883,,,,,,,PP
-1.1037,-0.8572,0.4997,,,,,,,PP
-1.5215,-0.8801,0.5894,,,,,,,PP
-1.7416,-0.8239,0.9845,,,,,,,PP
-1.4663,-1.0088,0.8955,,,,,,,PP
-1.4729,-1.0030,0.8793,,,,,,,PP
-1.8516,-1.0498,0.6194,,,,,,,PP
-2.0911,-1.0955,0.7909,,,,,,,PP
-2.1362,-1.2107,0.8147,,,,,,,PP
-2.1587,-1.2439,0.7957,,,,,,,PP
-2.1611,-1.4331,0.8215,,,,,,,PP
-2.1969,-1.5103,0.8442,,,,,,,PP
-2.2249,-1.5229,0.8303,,,,,,,PP
-2.1254,-1.4385,0.7461,,,,,,,PP
-2.0686,-1.3582,0.6853,,,,,,,PP
-2.0591,-1.3173,0.5897,,,,,,,PP
-2.1206,-1.2712,0.4841,,,,,,,PP
-2.1216,-1.2690,0.4529,,,,,,,PP
-2.1427,-1.2262,0.4129,,,,,,,PP
-2.2246,-1.2223,0.3589,,,,,,,PP
-2.1792,-1.2629,0.3679,,,,,,,PP
-2.1173,-1.2837,0.3649,,,,,,,PP
-2.1611,-1.3379,0.2976,,,,,,,PP
-2.2026,-1.4657,0.2649,,,,,,,PP
-2.2068,-1.6077,0.2432,,,,,,,PP
-2.0851,-1.5506,0.2124,,,,,,,PP
-2.2458,-1.7446,0.5520,,,,,,,PP
-2.5283,-1.9304,0.3396,,,,,,,PP
-2.1812,-1.7314,0.3440,,,,,,,PP
-1.9414,-1.6895,0.4263,,,,,,,PP
-1.6947,-1.5465,0.3723,,,,,,,PP
-1.4094,-1.3318,0.3789,,,,,,,PP
-1.2600,-1.1331,0.3711,,,,,,,PP
-1.0737,-0.9683,0.4294,,,,,,,PP
-0.9578,-0.8394,0.4463,,,,,,,PP
-0.7310,-0.9290,0.3442,,,,,,,PP
-0.6985,-0.9248,0.3982,,,,,,,PP
-0.7422,-0.9021,0.3660,,,,,,,PP
-0.8181,-0.9246,0.4028,,,,,,,PP
-0.9087,-0.9233,0.4355,,,,,,,PP
-0.9204,-0.9360,0.3818,,,,,,,PP
-0.8616,-0.8984,0.4399,,,,,,,PP
-0.7717,-0.8638,0.4329,,,,,,,PP
-0.6985,-0.7818,0.4289,,,,,,,PP
-0.7153,-0.7676,0.4209,,,,,,,PP
