ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,UID
-1.5913,-0.6318,0.1738,,,,,,,PP
-1.6298,-0.6919,0.2744,,,,,,,PP
-1.6665,-0.7002,0.2915,,,,,,,PP
-1.6517,-0.6984,0.3073,,,,,,,PP
-1.7078,-0.7725,0.3579,,,,,,,PP
-1.8198,-0.8335,0.4028,,,,,,,PP
-1.8684,-0.9285,0.3855,,,,,,,PP
-1.9392,-0.9917,0.4448,,,,,,,PP
-1.8228,-1.2186,1.0338,,,,,,,PP
-1.7649,-1.5198,1.2031,,,,,,,PP
-1.9801,-1.4602,0.8377,,,,,,,PP
-2.1558,-1.0527,0.8604,,,,,,,PP
-2.1000,-1.0554,0.7987,,,,,,,PP
-1.9343,-1.2256,0.8257,,,,,,,PP
-1.9628,-1.0926,0.8250,,,,,,,PP
-2.0012,-0.8818,0.5242,,,,,,,PP
-1.8286,-0.7390,0.3912,,,,,,,PP
-1.6996,-0.7948,0.4012,,,,,,,PP
-1.5486,-0.9868,0.3191,,,,,,,PP
-1.3662,-1.0144,0.2693,,,,,,,PP
-1.5405,-1.0977,0.4939,,,,,,,PP
-1.5159,-1.1283,0.1275,,,,,,,PP
-1.7856,-1.0249,0.2505,,,,,,,PP
-1.8108,-1.2039,0.1326,,,,,,,PP
-1.5526,-1.1886,0.4287,,,,,,,PP
-1.5730,-1.0254,0.1938,,,,,,,PP
-1.4871,-0.9189,0.3396,,,,,,,PP
-1.4482,-0.8608,0.1440,,,,,,,PP
-1.4207,-0.8022,0.2913,,,,,,,PP
-1.4353,-0.7732,0.1951,,,,,,,PP
-1.5062,-0.6937,0.1863,,,,,,,PP
-1.5403,-0.7361,0.2612,,,,,,,PP
-1.5762,-0.7434,0.2686,,,,,,,PP
-1.6404,-0.7231,0.2637,,,,,,,PP
-1.7053,-0.7029,0.2705,,,,,,,PP
-1.7593,-0.7178,0.2773,,,,,,,PP
-1.8118,-0.7444,0.3315,,,,,,,PP
-1.8796,-0.7913,0.3025,,,,,,,PP
-1.9495,-0.8530,0.3731,,,,,,,PP
-2.0420,-1.0149,1.2307,,,,,,,PP
-1.8608,-1.0247,0.9529,,,,,,,PP
-1.7991,-1.2871,1.1868,,,,,,,PP
-2.0212,-1.2854,0.9937,,,,,,,PP
-2.2295,-0.9278,0.7907,,,,,,,PP
-2.1560,-0.8662,0.8059,,,,,,,PP
-1.9480,-1.2632,0.8076,,,,,,,PP
-1.9976,-1.1877,0.9858,,,,,,,PP
-2.1277,-1.0430,0.7820,,,,,,,PP
-1.9205,-0.7601,0.3770,,,,,,,PP
-1.7068,-0.6379,0.3528,,,,,,,PP
-1.9851,-0.7981,0.5442,,,,,,,PP
-1.7634,-0.8682,0.2280,,,,,,,PP
-1.5452,-0.9521,0.0884,,,,,,,PP
-1.5369,-1.0488,0.3286,,,,,,,PP
-1.6133,-1.0554,0.3862,,,,,,,PP
-1.4463,-1.2498,0.1047,,,,,,,PP
-1.5740,-1.1357,0.1602,,,,,,,PP
-1.7390,-1.3992,0.4011,,,,,,,PP
-1.6992,-1.2009,0.4343,,,,,,,PP
-1.5527,-1.0742,0.0750,,,,,,,PP
-1.5325,-0.9773,0.2141,,,,,,,PP
-1.6006,-1.0012,0.1824,,,,,,,PP
-1.5935,-1.0659,0.1143,,,,,,,PP
-1.3862,-0.9197,0.3281,,,,,,,PP
-1.4905,-0.8359,0.5000,,,,,,,PP
-1.6462,-0.7988,-0.0317,,,,,,,PP
-1.5823,-0.6599,0.2812,,,,,,,PP
-1.5996,-0.7341,0.2080,,,,,,,PP
-1.5703,-0.6125,0.2725,,,,,,,PP
-1.5918,-0.5470,0.2117,,,,,,,PP
-1.7078,-0.5933,0.2346,,,,,,,PP
-1.7921,-0.6550,0.2947,,,,,,,PP
-1.9045,-0.7041,0.2976,,,,,,,PP
-2.0619,-0.7871,0.4969,,,,,,,PP
-1.9468,-0.9163,0.9780,,,,,,,PP
-1.8247,-1.1421,1.0975,,,,,,,PP
-2.0076,-1.2825,0.9053,,,,,,,PP
-2.2428,-0.8435,0.7379,,,,,,,PP
-2.1833,-1.0015,0.8472,,,,,,,PP
-2.0125,-1.2205,0.9231,,,,,,,PP
-2.1523,-0.8877,0.5847,,,,,,,PP
